בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under a Threat of Extinction: Three cheetah cubs were born in Iran	yes
כשלוש שנים וחצי לאחר הפעולה שהסתבכה בחאן יונס, צה"ל מתיר היום לפרסם כי ההרוג בפעולה, סא"ל מ', הוא סא"ל מחמוד ח'יר א-דין ז"ל מהכפר חורפיש שבצפון.	three and a half years after the operation that took place in Khan Yunis, the IDF has today allowed the release of the name of the fallen soldier in the operation, Lieutenant Colonel M., who is Lieutenant Colonel Mahmoud Khair al-Din (may his memory be a blessing) from the village of Hurfeish in the north.	yes
בן 41 היה בנופלו.	was 41 years old at the time of his death.	yes
רה"מ בנט אמר לאחר הפרסום: "עברו שלוש וחצי שנים מאז שסגן אלוף מחמוד חיר אל-דין ז"ל נפל בקרב במבצע סודי בחאן יוניס, ורק עכשיו מותר לנו לגלות את שמו ולהודות לו על תרומתו ומסירותו לביטחון המדינה.	7Prime Minister Bennett stated after the disclosure: "Three and a half years have passed since Lieutenant Colonel Mahmoud Khair al-Din (may his memory be a blessing) fell in a covert operation in Khan Yunis, and only now are we allowed to reveal his name and acknowledge his contribution and dedication to the security of the state.	yes
‏"מחמוד ז"ל היה לוחם בסיירת צנחנים ואחר כך צמח בשורות הצבא להיות סגן אלוף במערך המבצעים המיוחדים של צה"ל.	“Colonel Mahmoud (may his memory be a blessing) was a warrior in the Sayeret Tzanhanim unit and later rose through the ranks of the IDF's special operations unit.	yes
גיבור ישראל שעוטר לאחר מותו בצל"ש הרמטכ"ל".	He is now adorned with the Chief of Staff's Citation posthumously".	yes
עוד אמר: "‏ספדתי לו בהלוויתו וכעת יש זכות לעם ישראל להכיר אותו, את שמו ואת פניו של גיבור ישראל, סגן אלוף מחמוד חיר אל-דין, בגלוי.	I mourned him at his funeral, and now the people of Israel have the right to recognize him, his name, and the face of an Israeli hero, Lieutenant Colonel Mahmoud Khair al-Din, in the open" said Bennet.	yes
הסביבה נשאה אליו את עיניה.	The community held him in high regard.	no
מאז המבצע אסר צה"ל את פרסום שמו משיקולים ביטחוניים, והיום, לאחר דיון שערך ראש אגף המודיעין, אלוף אהרון חליוה, עם נציגי הצנזורה הצבאית, ובהסכמת בני משפחתו, הוחלט לפרסם את שמו ותמונתו.	Since the operation, the IDF had refrained from publishing his name for security reasons, however, today, following a discussion led by the Head of Military Intelligence, Major General Aharon Haliva, with representatives from the military censor and with the consent of his family, it was decided to release his name and picture.	no
מחמוד ח'יר א-דין, גיבור ישראל, נולד ב-28 בדצמבר 1977 בכפר חורפיש שבגליל העליון, בן בכור להוריו אחמד ונזירה, ולו שבעה אחים ואחיות.	Mahmoud Khair al-Din, an Israeli hero, was born on December 28, 1977, in the village of Hurfeish in the Upper Galilee, the eldest son of his parents, Ahmed and Nazira, and he had seven siblings.	no
הוא בן העדה הדרוזית.	He belonged to the Druze community.	no
היה נשוי לנאהד ואב לשני בנים.	He was married to Nahed, and was a father of two sons.	no
הוא שירת כקצין, לוחם ומפקד במערך המבצעים המיוחדים באגף המודיעין.	He served as an officer, fighter, and commander in the intelligence branch's special operations unit.	no
לאורך כל חייו היה ח'יר א-דין מוביל חברתי, והסביבה נשאה אליו את עיניה.	Throughout his life, Khair al-Din was a social leader, and the community held him in high regard.	no
עד כיתה ט' למד בבית הספר בכפר חורפיש, ולאחר מכן עבר לפנימייה הצבאית שבבית הספר הריאלי בחיפה.	He studied in the village school in Hurfeish until the ninth grade and then transferred to the military boarding school at the Reali School in Haifa.	no
באוקטובר 1997 התגייס לסיירת צנחנים, ובשנת 2000 סיים את בית הספר לקצינים.	In October 1997, he enlisted in the Sayeret Tzanhanim unit and completed Officer Candidate School in 2000.	no
בשנת 2002 אותר על ידי מערך המבצעים המיוחדים באמ"ן ועבר לשרת בו.	In 2002, he was identified by the intelligence special operations unit and joined their ranks.	no
תוך כדי שירותו השלים תואר ראשון במשפטים במכללה למנהל ותואר שני בחינוך ובמנהל עסקים באוניברסיטת חיפה.	While serving, he completed a bachelor's degree in law at the College of Management and a master's degree in education and business administration at the University of Haifa.	no
בשנת 2002 הכיר את אשתו, נאהד, ובשנת 2004 נישאו.	In 2002, he met his wife, Nahed, and they got married in 2004.	no
בנם הראשון נולד ב־2009, שנה שבמהלכה הקים עם חבריו עמותה שפועלת לקידום מעמד העדה הדרוזית בישראל.	Their first son was born in 2009, during which he established an association with his friends working to promote the Druze community's status in Israel.	no
בשנת 2010 חבר לעמותת "אחריי" והתחיל להדריך קבוצה בכפר חורפיש, לאחר שדאג שהעמותה תחל לפעול בכפרים הדרוזיים כדי לעודד את בני הנוער להתגייס.	In 2010, he joined the "Acharai" association and started coaching a group in the village of Hurfeish, ensuring that the association began operating in Druze villages to encourage youth to enlist.	no
בשנת 2013 נולד בנו השני.	In 2013, their second son was born.	no
ראש אמ"ן, אלוף אהרון חליוה, הסביר את הסיבות להחלטה על חשיפת שמו: "זה זמן אנו הופכים בסוגיית חשיפת שמו של מחמוד ח'יר א-דין, גיבור ישראל.	Major General Aharon Haliva, the Head of Military Intelligence, explained the reasons for the decision to reveal his name: "During the time we discussed the issue of revealing the name of Mahmoud Khair al-Din, an Israeli hero.	no
