בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
במהלך פעילות לוחמי צה"ל במחנה הפליטים אלעזה שבמרחב החטיבה המרחבית עציון למעצר מבוקש החשוד בפעילות טרור ותפיסת אמצעי לחימה, זוהו מספר חשודים שיידו אבנים לעבר הכוח, שהגיב באמצעים לפיזור הפגנות וירי רוגר.	During the combat activity of IDF soldiers in the Al-Aza refugee camp within the Etzion regional division, aiming to arrest a wanted suspect of terrorist activity and to seize weapons, several suspects were identified while throwing stones at the force, that retaliated with Ruger shooting demonstration dispersal means.	no
זוהתה פגיעה.	A hit has been detected.	no
בנוסף, בוצעו מעצרים גם בכפר סילוואד ממזרח לרמאללה, וכן נעצרו בבתיהם שלושה סטודנטים מ"הכותלה אלאסלאמיה", הרשימה שמזוהה עם חמאס באוניברסיטת אנג'אח בשכם, ושבאחרונה נרשמו בה עימותים אלימים עם סטודנטים של פת"ח ואנשי כוחות הביטחון בקמפוס.	In addition, arrests were also made in Silwad village east to Ramallah, and three students from the “Kotla al-Islamiya” were also arrested in their homes. The list of “Kotla al-Islamiya” is affiliated with Hamas at An-Najah University in Nablus, and which recently witnessed violent clashes with Fatah students and members of the security forces on campus.	no
"צריך לפתוח בחקירה פלילית נגדה": מבקר העיר חיפה בהאשמות חמורות נגד עינת קליש רותם	“A criminal investigation should be opened against her”: the Haifa City Comptroller makes serious accusations against Einat Kalish Rotem	yes
דו"ח מבקר העיר מציג חשש לכאורה להתנהלות פלילית של ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה ויריבים פוליטים: מעקבים אחרי עובדים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות •	The City Comptroller’s report shows apparent concern about criminal conduct by Dr. Einat Kalish Rotem against former senior officials in the municipality and political opponents: surveillance of employees and an inflated payment to an accountant’s office for conducting investigations •	yes
"הממצאים הקשים העולים מן הדו"ח מחייבים פתיחת חקירה פלילית" •	“The difficult findings emerging from the report require the opening of a criminal investigation” •	yes
מעיריית חיפה לא נמסרה תגובה.	No response was given from the Haifa municipality.	yes
מעקבים אחרי עובדי עירייה ויריבים פוליטים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות, "על חשבון הקופה הציבורית".	Surveillance of municipal employees and political opponents and an inflated payment to an accountant’s office for carrying out the investigations, “at the expense of the public purse”.	yes
דו"ח מבקר עיריית חיפה עופר טל שפורסם אתמול (שלישי), מציג חשש לכאורה לעבירות פליליות של ראש העיר ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה, עובדי עירייה, ויריבים פוליטים.	The Haifa Municipality Comptroller, Ofer Tal’s report published yesterday (Tuesday) presents an alleged fear of criminal offenses by Mayor Dr. Einat Kalish Rotem against former senior officials of the municipality, municipal employees, and political opponents.	yes
על פי החשד, קליש נפגשה עם משרד רואה החשבון ברלב ושות׳ וביקשה לבצע ביקורת חקירתית.	According to the suspicion, Kalish met with the accountant’s office, Barlev & Co., and asked to perform an investigative audit.	yes
החקירות התנהלו תחת שמות וקודים שניתנו לגזבר העירייה לשעבר, ושם קוד שניתן לחברת המועצה סופי נקש, ונבדק האם המכרזים שיש בין העירייה ולבין חברה שבבעלות משפחתה של נקש, הם כשרים למהדרין.	The investigations were conducted under names and codes given to the former municipal treasurer, and a code name given to council member, Sofi Nakash, and it was checked whether the tenders between the municipality and a company owned by Nakash’s family are strictly kosher.	yes
עוד עולה מדו"ח המבקר כי קיים אי סדר וחוסר בקרה מוחלט אחר עבודתו של רואה החשבון עימו נפגשה קליש.	The Comptroller’s report also shows that there is disorder and a complete lack of control after the work of the accountant with whom Kalish met.	yes
גזבר העירייה הוא הגורם העירוני שתפקידו לרכז ולסנכרן בין עבודותיו של רואה החשבון ואגפי העירייה והנתונים שאסף רואה החשבון לא הועברו אליו.	The municipal treasurer is the municipal entity whose role is to coordinate and synchronize the work of the accountant and the municipal departments, and the data collected by the accountant were not transferred to him.	yes
הדבר גרם לכך שאיש בעירייה אינו מודע בדבר כל הפרויקטים המבוצעים על ידי רואה החשבון, ומהו היקף העבודה הנדרש בכל אחד מהם.	This meant that no one in the municipality is aware of all the projects carried out by the accountant, and what is the scope of work required in each of them.	no
יתרה מכך, דיווחי השעות שהגיש רואה החשבון לא אושרו במקרים רבים כנדרש.	Moreover, the hours reports submitted by the accountant were not approved in many cases as required.	no
נוצר מצב שבו היקף הנושאים שבהם רואה החשבון היה מעורב הלך וגדל באופן לא מידתי, תוך התערבות רבה בהתנהלות השגרתית של העירייה, ללא כל פיקוח ומעקב מצד העירייה.	A situation arose in which the scope of the issues in which the accountant was involved grew disproportionately, with a great deal of interference in the routine conduct of the municipality, without any supervision and monitoring by the municipality.	no
לסיכומו של הדו"ח, הביקורת המליצה לעצור את התשלומים שטרם שולמו לרואה החשבון, עד אשר יתקבל חומר המפרט את עבודתו בכל אחד מהנושאים שבדק.	At the conclusion of the report, the Comptroller recommended stopping the unpaid payments to the accountant, until material is received detailing his work in each of the issues he reviewed.	no
