בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three bridal puppies born in Iran	yes
בנוסף, במהלך הפעילות כוח צה"ל ירה לעבר מספר חשודים שהשליכו מטענים לעברם, נשמעו קולות ירי במרחב.	In addition, during the operation, the IDF fired at several suspects who threw charges at them, and shooting was heard in space.	yes
זוהתה פגיעה.	We have a hit.	yes
מנהל ביה"ח בג'נין שאליו פונה המחבל, מאהר מרעי, בן 25 ממחנה הפליטים ג'נין, מדווח כי נורה מאש צה"ל, מה שהוביל למותו.	The director of the Jenin hospital who was approached by the terrorist, Maher Murray, 25-year-old from the Jenin refugee camp, reports that he was shot by IDF fire, which led to his death.	yes
במהלך פעילות לוחמי צה"ל במחנה הפליטים אלעזה שבמרחב החטיבה המרחבית עציון למעצר מבוקש החשוד בפעילות טרור ותפיסת אמצעי לחימה, זוהו מספר חשודים שיידו אבנים לעבר הכוח, שהגיב באמצעים לפיזור הפגנות וירי רוגר.	During the operation of IDF fighters in the Al-Aza refugee camp in the area of the territorial division for the arrest of a wanted suspect in a terrorist activity and seizure of weapons, several suspects were identified throwing stones towards the force, which responded with means to disperse the demonstrations and Roger's fire.	no
זוהתה פגיעה.	We have a hit.	no
בנוסף, בוצעו מעצרים גם בכפר סילוואד ממזרח לרמאללה, וכן נעצרו בבתיהם שלושה סטודנטים מ"הכותלה אלאסלאמיה", הרשימה שמזוהה עם חמאס באוניברסיטת אנג'אח בשכם, ושבאחרונה נרשמו בה עימותים אלימים עם סטודנטים של פת"ח ואנשי כוחות הביטחון בקמפוס.	In addition, arrests were made in the village of Silwad, east of Ramallah, and three students from the "Qatlah-u-Aslamiya", the Hamas-affiliated list at the Anjaah University in Najd, which recently recorded violent clashes with Fatah students and security forces on the campus, were held in their homes.	no
"צריך לפתוח בחקירה פלילית נגדה": מבקר העיר חיפה בהאשמות חמורות נגד עינת קליש רותם	"A criminal investigation should be opened against her": the mayor is defending serious allegations against the Cliché Roatham eye	yes
דו"ח מבקר העיר מציג חשש לכאורה להתנהלות פלילית של ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה ויריבים פוליטים: מעקבים אחרי עובדים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות •	A city inspector's report presents suspicion of alleged criminal conduct by Dr. Inat Klish Rutham against former city officials and political rivals: employee trackers and an inflated payment to an accountant's office for conducting investigations.	yes
"הממצאים הקשים העולים מן הדו"ח מחייבים פתיחת חקירה פלילית" •	"The harsh findings of the report warrant a criminal investigation".	yes
מעיריית חיפה לא נמסרה תגובה.	There was no response from the City of Haifa.	yes
מעקבים אחרי עובדי עירייה ויריבים פוליטים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות, "על חשבון הקופה הציבורית".	Tracking down city employees and political opponents, and a huge fee to an accounting firm for conducting the probe, "at the expense of the public purse".	yes
דו"ח מבקר עיריית חיפה עופר טל שפורסם אתמול (שלישי), מציג חשש לכאורה לעבירות פליליות של ראש העיר ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה, עובדי עירייה, ויריבים פוליטים.	A report from the Haifa Municipal Inspectorate published yesterday (Tuesday), raises the fears of alleged criminal offenses by Mayor Dr. Inat Kalish Rotam against former municipal officials, municipal employees, and political opponents.	yes
על פי החשד, קליש נפגשה עם משרד רואה החשבון ברלב ושות׳ וביקשה לבצע ביקורת חקירתית.	According to the suspect, Kalish met with the accounting firm at Rabb & Co. and requested an audit.	yes
החקירות התנהלו תחת שמות וקודים שניתנו לגזבר העירייה לשעבר, ושם קוד שניתן לחברת המועצה סופי נקש, ונבדק האם המכרזים שיש בין העירייה ולבין חברה שבבעלות משפחתה של נקש, הם כשרים למהדרין.	The investigations were conducted under names and codes given to the former city treasurer, and a code name given to the council's company Sofi Nakash, and we examined whether the tenders between the city and a company owned by Nakash's family were authentic to Hadrin.	yes
עוד עולה מדו"ח המבקר כי קיים אי סדר וחוסר בקרה מוחלט אחר עבודתו של רואה החשבון עימו נפגשה קליש.	The auditor's report also indicates that there is a complete disorder and lack of control over the accountant's work with whom she met a cliché.	yes
גזבר העירייה הוא הגורם העירוני שתפקידו לרכז ולסנכרן בין עבודותיו של רואה החשבון ואגפי העירייה והנתונים שאסף רואה החשבון לא הועברו אליו.	The municipal treasurer is the municipal entity whose function is to centralize and synchronize between the work of the accountant and the municipal departments and the data collected by the accountant not transferred to it.	yes
הדבר גרם לכך שאיש בעירייה אינו מודע בדבר כל הפרויקטים המבוצעים על ידי רואה החשבון, ומהו היקף העבודה הנדרש בכל אחד מהם.	That meant that no one in the town was aware of all the projects being undertaken by the accountant, and how much work is required in each of them.	no
יתרה מכך, דיווחי השעות שהגיש רואה החשבון לא אושרו במקרים רבים כנדרש.	Moreover, the hourly reports submitted by the accountant were not certified in many cases as required.	no
נוצר מצב שבו היקף הנושאים שבהם רואה החשבון היה מעורב הלך וגדל באופן לא מידתי, תוך התערבות רבה בהתנהלות השגרתית של העירייה, ללא כל פיקוח ומעקב מצד העירייה.	There was a situation where the scope of matters in which the accountant was involved increased disproportionately, with great interference in the normal running of the municipality, without any supervision and monitoring from the municipality.	no
לסיכומו של הדו"ח, הביקורת המליצה לעצור את התשלומים שטרם שולמו לרואה החשבון, עד אשר יתקבל חומר המפרט את עבודתו בכל אחד מהנושאים שבדק.	In the summary of the report, the audit recommended that the pending payments to the auditor be halted until material detailing his work in each of the fields examined is received.	no
