בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
"כדי לטפל בתופעה יש לעקר את המוטיבציה שלהם לצאת לעבוד בישראל, ובצד הישראלי צריך לגבות מהם מחיר שימנע מהם לחצות את הגדר.	"To address the issue, we need to eliminate their motivation to work in Israel, and on the Israeli side, we need to impose a cost that will deter them from crossing the fence."	no
גורמים המעורבים בנושא טוענים כי אי גביית המחיר נובעת בין היתר מחוסר במקומות כליאה ובעובדה שהמעצרים מתבצעים רק כשיש עבירות נלוות או שמדובר ברצידיביסט.	Those involved in the issue argue that the failure to enforce the price is due, among other things, to a lack of detention facilities and the fact that arrests are only made when there are accompanying offenses or in the case of a recidivist.	no
גורמים משפטיים טוענים כי ההחלטה לגבות מחיר משב"ח רק החל ממעצרו השלישי התקבלה בין היתר גם משום שבתי המשפט אינם יכולים להתמודד עם מספר המעצרים המתבצעים מדי יום.	Legal experts argue that the decision to charge a fee from the detainee only from the third arrest was made, among other things, because the courts cannot cope with the number of arrests made every day.	no
מי שיבדוק גם את הענישה, יגלה שהיא לא מרתיעה"."	Whoever checks the punishment as well, will discover that it is not deterrent.	no
ישנה מורכבות גדולה	There is a great complexity.	no
שב"ח", אומר גורם משטרתי, "הוא אדם מורכב".	"Shabach," says a police source, "is a complex person."	no
הוא יכול להיות אב למשפחה שנכנס לארץ לעבוד כדי להרוויח כמה שקלים ולחזור.	He could be a father to a family who came to the country to work, earn some money and then return.	no
זו הפלטפורמה הבסיסית, ועליה מתלבשים המון סוגים של שב"חים שנכנסים לתוך הארץ כדי לבצע עבירות פליליות או פיגועים".	This is the basic platform, and on it, many types of infiltrators enter the country to commit criminal offenses or attacks.	no
שב"ח יכול להיות בגיר או קטין.	A suspect can be an adult or a minor.	no
בעבר נתפסו על ידי המשטרה שוהים בלתי חוקיים בני 16 ואפילו ילדים בני 8 ו-10 נשלחים על ידי הוריהם לצמתים בכבישים, כדי להרוויח כמה שקלים מדי יום מנהגים.	In the past, the police have caught illegal residents aged 16 and even children aged 8 and 10, sent by their parents to intersections on the roads, to earn a few shekels a day from drivers.	no
"זה גם הופך את העניין למורכב, כי במקרים כאלה אנחנו צריכים להביא את ההורים ולהגיש נגדם כתב אישום על הזנחה", אומר קצין משטרה בכיר.	"This also complicates the matter, because in such cases we need to bring the parents and file an indictment against them for neglect," says a senior police officer.	no
מרבית הפלשתינים מועסקים בישראל בעבודות כפיים.	Most Palestinians employed in Israel work in manual labor jobs.	no
החריג ביותר אלו עבודות חשמל או עבודות בניין מתקדמות.	The most exceptional are electrical works or advanced construction works.	no
בעבר היו גם רשויות מקומיות שהעסיקו שב"חים בפינוי אשפה, בעיקר בצפון.	In the past, there were also local authorities that employed community service workers to remove garbage, mainly in the north.	no
מתוך 34 מעברים, ישנם כ-18 מעברים מרכזיים.	Out of 34 crossings, there are about 18 main crossings.	no
ישנם מעברים של כלי רכב וסחורות, יש מעברים שעוברים דרכם רק אנשים ויש מעברים שהם גם וגם.	There are crossings for vehicles and goods, there are crossings that only people pass through, and there are crossings that are both.	no
כל המעברים מפוקחים על ידי צה"ל ורשות המעברים.	All the crossings are supervised by the IDF and the Crossings Authority.	no
את השב"חים מסיעים לתוך הארץ בדרך כלל נהגים פרטיים, שכן מדובר בכסף קל.	The Sabbath observers are usually driven into the country by private drivers, as it is easy money.	no
"יש כאלה שעושים זאת לפרנסתם ויש כנופיות שהעיסוק המרכזי שלהן זה הסעת שב"חים" אומר בכיר במשטרה, "בדרך כלל מרביתם הם ערבים ישראלים, שמדברים את אותה שפה ומתכתבים איתם.	"Some do it for a living and there are gangs whose main activity is transporting illegal workers," says a senior police officer, "usually most of them are Israeli Arabs, who speak the same language and communicate with them.	no
זה יכול להגיע ל-100 שקלים עד 300 שקלים לאדם.	It can cost from 100 shekels to 300 shekels per person.	no
חברות רשומות לא עוסקות בזה, מכיוון שאם החברה תיתפס, דינה להיסגר".	Registered companies do not engage in this, because if the company gets caught, it could be shut down.	no
במשטרה מדגישים שבתנאים מסוימים, הסעת שב"ח יכולה להיחשב לעבירה.	The police emphasize that under certain conditions, transporting a weapon can be considered a violation.	no
"נהג מונית שעובד עם רישיונות בהתאם לרישוי וביטוחים, שאוסף פלשתינים בנקודות מסודרות ובשעות קבועות, כולל הזמנה מסודרת, לא עובר על החוק" אומר בכיר במשטרה, "מי שיודע שהוא מסיע שב"ח, בדרך כלל אוסף אותם באישון לילה בנקודות מסתור, כולל הורדה בנקודות נסתרות.	"A taxi driver who works with licenses in accordance with licensing and insurance, who picks up Palestinians at regular points and at fixed times, including a regular order, does not break the law," says a senior police officer, "whoever knows that he is driving illegal residents, usually picks them up in the dead of night at hidden points, including drop-offs at hidden points.	no
לרוב החבר'ה האלה מסיעים עם רכב מצ'וקמק כי הם יודעים שנחרים להם את הרכב אז הם מעדיפים לנסוע ברכב ישן".	Most of these guys drive a beat-up car because they know their car will get scratched, so they prefer to drive an old car.	no
תיעוד: הצתת שדות במושב ציפורי	Documentation: Fields set on fire in Zippori village.	yes
השטחים סובלים מהצתות רבות, כאשר הנזק עומד על עשרות אלפי שקלים •	The areas suffer from many fires, with the damage amounting to tens of thousands of shekels.	yes
במוקד זה הוקם ה"שומר החדש" בניסיון למגר את התופעה הקשה	At this point, the "New Guard" was established in an attempt to curb the severe phenomenon.	yes
.	.	no
בתיעוד שהגיע לידי "ישראל היום" ניתן לראות שטחי מרעה במושב ציפורי העולים באש.	In the footage obtained by "Israel Today", one can see grazing areas in Zippori moshav on fire.	yes
