בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs were born in Iran.	yes
מכבי תל אביב בדרך לרכש נוצץ: הגארד ווייד בולדווין סיכם את תנאיו וצפוי לחתום בקרוב באופן רשמי ולהשלים את הקו האחורי של עודד קטש לקראת עונת 2022/2023.	Maccabi Tel Aviv is on its way to a glittering procurement: Guard Wade Baldwin has finalized his terms and is expected to officially sign soon and complete Oded Ketch's back line for the 2022/2023 season.	yes
בולדווין (26, 1.93 מ') שיחק בעונה החולפת בבאסקוניה והעמיד ממוצעים מרשימים של 14.1 נקודות, 4.4 אסיסטים ו-3.6 ריבאונדים למשחק.	Baldwin ( 26, 1) . 93m) played last season in Basconia and averaged an impressive 14 times. 1 point, 4 points. 4 assists and 3 assists. 6 rebounds per game.	yes
לפני כן שיחק בבאיירן מינכן ובאולימפיאקוס, וגם עבר ב-NBA.	Before that, he played for Bayern Munich and Olympiacos, and also moved to the NBA.	yes
בולדווין צפוי להצטרף לאלכס פוית'רס, גיא פניני, דארן היליארד, אוסטין הולינס, בונזי קולסון, רפי מנקו ולורנזו בראון שכבר חתמו מוקדם יותר הקיץ.	Baldwin is expected to join Alex Poythers, Guy Panini, Darren Hilliard, Austin Hollins, Bonzi Coulson, Rafi Manko and Lorenzo Brown who have already signed earlier this summer.	yes
גם הסנטר ג'וש ניבו סגר את תנאיו וצפוי לחתום בקרוב באופן רשמי.	Center Josh Nivo has also closed his terms and is expected to officially sign soon.	yes
הכל או כלום: 1:1 בין הפועל ירושלים להפועל חדרה	All or Nothing: 1:1 between Hapoel Jerusalem and Hapoel Hadera.	yes
גיא חדידה כבש שער עצמי בדקה ה-33 אבל הצליח לתקן עם שוויון כעבור 10 דקות •	Guy Hadida scored an own goal in the 33rd minute but managed to make amends with equality 10 minutes later•	yes
בהמשך, הקשר הורחק באדום מפוקפק (74) •	Subsequently, the contact was removed in questionable red ( 74) •	yes
גם חדרה נשארה בעשרה שחקנים בעקבות אדום לחובתו של עידו לוי (87)	Hadera also remained with ten players following Red's duty to Ido Levy ( 87) .	yes
הצוות המקצועי של הפועל ירושלים ספר הערב (מוצ"ש) טוב טוב את כמות הזרים על כר הדשא בטדי, הרבה יותר מפעם אחת, יש לציין, ובשלב מסוים הם אף גילו שחקן אחד פחות (גיא חדידה הורחק).	Hapoel Jerusalem's professional staff counted the number of foreigners on the pitch at Teddy this evening, much more than once, it should be noted, and at one point they even discovered one less player ( Guy Hadida was sent off) .	yes
הפעם, לשמחתם, הכל היה כשורה, וה־1:1 שהשיגו מול הפועל חדרה לא יילקח מהם על ידי בית הדין של ההתאחדות.	This time, to their delight, everything was well, and the 1:1 they achieved against Hapoel Hadera will not be taken away from them by the association's court.	yes
לפני האדום שספג חדידה, הוא הספיק לכבוש שער עצמי ולהשוות כדי לסדר נקודה יקרה לזיו אריה.	Before Hadida's red, he managed to score an own goal and compare to arrange a precious point for Ziv Arie.	yes
כבר בדקה ה-33, החל המופע הפרטי של גיא חדידה.	Already at the 33rd minute, Guy Hadida's private show began.	yes
פלקושצ'נקו הגביה לרחבה, והקשר התרומם ונגח לאחור והכדור נעצר ברשת של קבוצתו.	Falkushchenko charged wide, and the midfielder rose and rammed backwards and the ball stopped in his team's net.	yes
0:1 לחדרה שנהנתה משער עצמי של הקשר.	0:1 to her room who enjoyed an own goal by the midfielder.	yes
עשר דקות אחרי השער העצמי, חדידה הצליח לתקן ובענק - לבקוביץ' תפס אוויר והקשר הפעם נגח לרשת הנכונה וחשופה.	Ten minutes after the own goal, Hadida managed to make amends and Lebkovic caught air and the midfielder this time rammed into the right exposed network.	no
1:1 בטדי.	1: 1 at Teddy's.	no
בדקה ה-74, חדידה גם הצליח לרשום לחובתו צהוב שני ואדום, הפעם אחרי שגלש לכיוונו של מרמנטיני.	In the 74th minute, Hadida also managed to register a second yellow and red for his duty, this time after sliding in Marmentini's direction.	no
דניאל בר נתן החליט על אדום מפוקפק ושלח את הקשר ישר למקלחת מוקדמת.	Daniel Bar Natan decided on a questionable red and sent the midfielder straight into an early shower.	no
בדקה ה-87, בר נתן שלח באדום גם את עידו לוי ואיזן את יחסי הכוחות גם על הדשא.	In the 87th minute, Bar Natan also sent Ido Levy in red and balanced the balance of power on the grass as well.	no
מחלקת התאוששות: אילת הביסה את חולון	Recovery Department: Eilat defeated Holon.	yes
60:85	60:85:	yes
הקבוצה של אריאל בית הלחמי חיברה ניצחון שלישי ברצף, הפעם מרשים במיוחד •	Ariel Beit Halahmi's team composed a third win in a row, this time particularly impressive •	yes
הובר ושוכמן (15 כ"א) הצטיינו	Huber and Shuchman ( 15 each) excelled.	yes
מסע ההתאוששות של הפועל אילת נמשך הערב (מוצ"ש) עם ניצחון מרשים 60:85 על הפועל חולון בדרך למאזן 0:3 עונתי במפגשים בין השתיים.	Hapoel Eilat's recovery journey continues tonight ( Saturday night) with an impressive 60:85 victory over Hapoel Holon on the way to a seasonal 0:3 balance in the meetings between the two.	yes
מאז שירדה למקום האחרון, הקבוצה של אריאל בית הלחמי כבר עם שלושה ניצחונות רצופים, ולמעשה מדובר בהפתעה רק עבור מי שלא חזה במשחק.	Since dropping to last place, Ariel Beit Halahmi's team has already had three consecutive victories, and in fact this is a surprise only for those who did not foresee in the game.	yes
מזמן לא ראינו את חולון רעה כ״כ.	We haven't seen such bad weather in a long time.	yes
כל זה לפני פתיחת הסדרה נגד בשיקטאש בפלייאין בגביע האלופות: רק 60 נקודות, מחצית ראשונה ללא שלשה ו-11 אחוז לשלוש במשחק כולו.	All this before the opening of the series against Besiktas in the Palein in the Champions Cup: Only 60 points, a first half without a three-pointer and 11 percent for a three-pointer in the entire game.	yes
בשורה התחתונה, ערב לא מרשים של כל שחקני הקבוצה (למעט מרפי מנקו, שקלע את 3 השלשות של חולון), כולל המניה הבטוחה כריס ג׳ונסון.	Bottom line is an unimpressive evening for all of the team's players ( except Murphy Manko, who scored Holon's 3 three-pointers), including the safe stock Chris Johnson.	yes
