Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
(PERSON11) That is important. Please write this down here into the documenter this <unintelligible/> summary, because that is for [PERSON2]. And also [PERSON2], when you talk to [PERSON10], well and also possibly [PERSON5]. If we have this tool, we need to (ship) the audio to multiple ASR or multiple workers <unintelligible/> We will separately need to (ship) the audio to the English ASR, separately to the German ASR and the Czech ASR, for example depending on the <other_noise/> And also, to this language ID worker and then we need to merge these outputs, and this is tool which we do not have yet. That's the multi-source tool, which will be observing the text outputs and also following the time stamps and it would emit the - it would probably like produce the output into three separate language channels for using either silence or the correct ASR. So, we need a filter for the ASRs, so that the ASR is silent if it's the wrong language and it is the recognized text if it's the correct language. I just made it up this type of setup. Another of setup would be that same sound is shipped to ASR and this language checker. This language checker is essentially a part of the ASR, silencing the ASR if it's the wrong language. That's also an option. So, we need to figure out which way of integrating the language ID is the best for our purposes. So, please keep thinking about this like what are our pipelines. Ideally, I think that the least like management confusion and so on would arise if our MT models were multilingual. If they supported different source languages and they were translating from any of these languages into English. Possibly doing just a copy, if the English was given as the input, so we would have multi-lingual multiple ASRs at the beginning. All going into English, and then from the English will go into all of the languages. And later when [PERSON12] would have multi-lingual model of ASR, that language ID would not even be needed.	(PERSON11) Das ist wichtig. Bitte schreiben Sie hier in das Dokument, das diese <unintelligible/> Zusammenfassung, denn das ist für [PERSON2]. Und auch [PERSON2], wenn Sie mit [PERSON10], gut sprechen und möglicherweise auch [PERSON5]. Wenn wir dieses Werkzeug haben, müssen wir (Schiff) die Audio-auf mehrere ASR oder mehrere Arbeitnehmer <unintelligible/> Wir werden getrennt benötigen (schiff) der Audio zu der englischen ASR, einzeln auf das deutsche ASR und die Tschechische ASR, zum Beispiel in Abhängigkeit von der <other_noise/> Und auch zu diesem Spracharbeiter ID und dann müssen wir diese Ergebnisse, und dies ist das Werkzeug, das wir noch nicht haben. Das ist das Multi-Source-Werkzeug, das die Textausgänge beobachten wird und auch die folgende Zeit und es würde wahrscheinlich die - es würde wie die separaten Sprache in die drei Kanäle für die Verwendung von mehreren ASR oder mehreren Arbeitnehmer <unintelligible/> wir müssen (Schiff) die Audio-auf in die englischen ASR, getrennt an die deutsche ASR, zum Beispiel, für die Deutschen ASR und die Tsche und die Tschechische ASR.	no
(PERSON3) The thing is, as long as we do the analysis more properly, one thing is the possible adversarial evaluation, just to indicate that that the constraints are actually having an impact on the actual output. That that would be nice and yeah possibly the attention analysis. But I'm not sure it might give us the same answers, basically, if the if the model attends or does not attend to the constraint.	Die Sache ist, solange wir die Analyse richtig machen, eine Sache ist die mögliche adversiver Bewertung, nur um anzeigen zu lassen, dass dass die Einschränkungen tatsächlich einen Einfluss auf die tatsächliche Ausgabe haben. dass das wäre schön und ja möglicherweise die Aufmerksamkeitsanalyse. aber ich bin nicht sicher, ob es uns die gleichen Antworten geben könnte, im Grunde, wenn das wenn das Modell die Einschränkung berücksichtigt oder nicht	yes
(PERSON4) I had to look just at a few examples of attention, I did not do any statistics or anything, and it looks at the constraints, and when it translates the constraints, it looks like the constraints given, and I think it would be useful if the system made any errors, but it in fact does not do any in that sense. It makes some general translation errors but not the (phenomena) we are trying to solve. Well, going back to the automatic evaluation, the problem with mismatch is that the output is correctly inflected, but the context is different. Therefore, it is not the same word form as in reference, right?	(PERSON4) Ich musste mir nur ein paar Beispiele der Aufmerksamkeit ansehen, ich habe keine Statistiken oder so etwas gemacht, und es schaut auf die Einschränkungen, und wenn es die Einschränkungen übersetzt, sieht es wie die gegebenen Einschränkungen aus, und ich denke, es wäre nützlich, wenn das System irgendwelche Fehler machen könnte, aber es macht in der Tat keine in diesem Sinne. Es macht einige allgemeine Fehler in der Übersetzung, aber nicht die (Phänomene), die wir zu lösen versuchen. Nun, zurück zur automatischen Evaluation, das Problem bei Fehlvergleich ist, dass der Output korrekt gebogen wird, aber der Kontext ist anders.	yes
(PERSON4) Yeah, but I have also checked if the contexts are valid translations and in most cases they are. Like in the first 100 examples that were marked as error by automatic evaluation 91 of them were correctly inflected in correct contexts.	(PERSON4) Ja, aber ich habe auch überprüft, ob die Kontexte gültige Übersetzungen sind und in den meisten Fällen sind sie das. Wie bei den ersten 100 Beispielen, die als Fehler durch automatische Auswertung markiert wurden, waren 91 davon im richtigen Kontext korrekt.	yes
(PERSON4) And I think only two or three sentences were correctly inflected in the incorrect context, like the translation was wrong. And then there are some cases where the translation was totally wrong, because the sentence was really wrong, and the part must be <unintelligible/>, but that was just like one or two cases.	Ich glaube nur zwei oder drei Sätze wurden richtig gebogen im falschen Kontext, zum Beispiel war die Übersetzung falsch. Und dann gibt es einige Fälle, in denen die Übersetzung völlig falsch war, weil der Satz wirklich falsch war, und der Teil muss unverständlich sein, aber das waren nur ein oder zwei Fälle.	yes
(PERSON3) But you are trying to match the divert forms when you are evaluating it, right? You do not do any-	(PERSON3) Aber Sie versuchen, die Umleitung Formen entsprechen, wenn Sie es bewerten, oder?	no
(PERSON3) -lemmatization of the reference and the-	(PERSON3) - die Definition der Angabe und der	no
(PERSON4) Both, both, both, I'm matching both the surface forms and lemma.	(PERSON4) Beide, beide, beide, ich stimme sowohl die Oberflächenformen und Lema.	no
(PERSON3) Oh I see, oh yeah, those are the two scores, right?	Ich verstehe, ja, das sind die beiden Partituren, oder?	no
(PERSON4) It is just the dilemma score for the (European?) is not in the table because of the table like won't fit into the paper so <unintelligible/> Coverage is always like 97 percent. It just generates the correct lemmas, just-	(PERSON4) Es ist nur das Dilemma der Punktzahl für die (europäischen?) ist nicht in der Tabelle, weil die Tabelle wie nicht in die Zeitung passen wird so <unintelligible/> Abdeckung ist immer wie 97 Prozent.	no
(PERSON3) Oh yeah, okay, I get it, I get it. So basically, the lemma coverage says whether the constraint is there, and the surface coverage difference suggests that it might be incorrectly inflected, but that is not the case.	(PERSON3) Also im Grunde sagt das Lemmendeckung, ob die Einschränkung da ist, und die Oberflächendeckungsdifferenz legt nahe, dass sie falsch gebogen wäre, aber das ist nicht der Fall.	no
(PERSON3) Oh yeah, just I do not know if you if you, if you catch <unintelligible/> when we were talking about [PERSON1], but one thing, is, that, that the (blow) is better but the other thing is that the lemmas are actually properly inflected manually, but that is that is another, no, no problem, it is actually good that is <unintelligible/> right, yeah. So, I was thinking there might be. But I'm not sure whether we have some test data for that, but we might try to play around with the models with some sort of style transfer? As you know, we can use a constraint and try to use a synonymous constraint instead and see or compare how, how, what is the difference between the outputs. But this is, like I'm just describing it vaguely because I myself do not have an exact idea how to do it, but it might have been an interesting, distinct scenario. I do not know, [PERSON1], do you know about any style transfer data for English Czech? Do we have something?	(PERSON3) Oh ja, einfach ich weiß nicht, ob du, wenn du, wenn du "unverständlich" aufschnappst, als wir über [PERSON1] gesprochen haben, aber einer ist, dass der Blow ist besser, aber die andere Sache ist, dass die Lemmas tatsächlich manuell richtig gebogen werden, aber das ist eine andere, nein, kein Problem, es ist tatsächlich gut, dass es "unverständlich" richtig ist, ja. Also, ich dachte, es könnte sein. Aber ich bin mir nicht sicher, ob wir Testdaten haben, aber wir könnten mit den Modellen mit einer Art von Transfer-Stil herumspielen?	yes
(PERSON4) <unintelligible/>	(PERSON4) <unverständlich />	yes
(PERSON1) By style transfer, Dusan, you mean that there would be something which is in the written language, and you would be the target side, would be in the spoken language or something like that?	(PERSON1) Von Stilübertragung, Dusan, meinst du, dass es etwas gibt das in der geschriebenen Sprache ist, und du bist die Zielseite, in der gesprochenen Sprache oder so?	yes
(PERSON3) Well, that is the thing like, I have only a limited knowledge about the task. But I can imagine that you want to rewrite a sentence that it is not written by male, but it is written by a female instead or, I do not know, like you can have a scientific and unscientific explanation of certain phenomena. I'm not really that familiar with the exact data sets and what they cover. And the idea is that the style of the sentences gets quite vaguely defined. So again, not so sure.	(Person 3) Nun, das ist die Sache wie, ich habe nur ein begrenztes Wissen über die Aufgabe. Ich kann mir vorstellen, dass Sie einen Satz überschreiben wollen, der nicht von einem Mann geschrieben wurde, sondern von einer Frau stattdessen oder, ich weiß nicht, wie Sie eine wissenschaftliche und nicht wissenschaftliche Erklärung für bestimmte Phänomene haben können. Ich bin nicht wirklich vertraut mit den genauen Datensätzen und was sie abdecken. Und die Idee ist, dass der Stil der Sätze ziemlich vage definiert wird. Also wieder, nicht so sicher.	yes
(PERSON1) We have this corpus of sentence transformations. And one thing that is there and could be labelled as style transfer is for example, making the sentences more general. So, details are omitted, the sentence is simplified, and then making the sentence sound colloquial. Well, just a paraphrase. And I'm not sure if we have anything like shortening of the sentence. For shortening, Matous is doing some experiment with English–Czech, but we do not have any reference data there. So, we do not have any sentence compression dataset. So maybe the generalization could be of interest but I'm afraid that there are too many different good generalizations, so the single reference one would be too limited to tell you anything about the quality of your generalization. And I'm not aware of any like gender transformations, for example, this could be done <unintelligible/> for Czech, so maybe the right person would be Rudolf Rosa to ask him if he has ever generated any such dataset. So, there will be a root-based generation of some sentence counterpart.	(PERSON1) Wir haben diesen Korpus der Satztransformationen. Und eine Sache die da ist und die wir als Stilübertragung bezeichnen könnten, ist z.B. dass wir die Sätze genereller gestalten. Also, Details werden weggelassen, der Satz wird vereinfacht, und dann machen wir den Satz umgangssprachlich klingen lassen. Nun, nur eine Paraphrase. Und ich bin mir nicht sicher, ob wir so etwas wie eine Verkürzung des Satzes haben. Für die Verkürzung macht Matous ein Experiment mit Englisch  Tschechisch, aber wir haben dort keine Referenzdaten. Also haben wir keine Satzdatensätze für Kompressionen. So könnte vielleicht die Verallgemeinerung von Interesse sein, aber ich fürchte, dass es zu viele verschiedene, gute Verallgemeinerungen gibt, so dass eine einzige Referenz zu beschränkt wäre, um Ihnen etwas über die Qualität Ihrer Verallgemeinerung zu erzählen.	no
