Police arrest 15 after violent protest outside UK refugee hotel	﻿Polizeiverhaftung 15 nach gewaltsamen Protesten außerhalb des britischen Flüchtlingshotels	yes
I purchased this lamp to supplement the light my new vegetable seedlings were getting from the window. I love many of the features of these lights. Pros: First, they clamp easily onto my shelf, and bend to many positions allowing me to make changes as my plants grow. The lights are cool to the touch, and haven't cause harm even when touching the plants. I believe my veggies have benefited from the lights. The lights are dimmable, but I use the strongest setting only. I have not made use of the timer, preferring to turn them on and off myself. I can see this feature as useful in an office setting with houseplants or if on vacation Cons: I do not believe these lights are strong enough to be the primary light source for nursery plants. The lights are small! When the lights burn out, I will have to buy a whole new unit.	Ich habe diese Lampe gekauft, um das Licht zu ergänzen, das meine neuen Gemüsesämlinge aus dem Fenster bekamen. Ich liebe viele der Eigenschaften dieser Lichter. Positiv:: Sie klemmen leicht auf mein Regal und biegen zu vielen Positionen, die mir erlauben, Änderungen zu machen, während meine Pflanzen wachsen. Die Lichter sind kühl und haben auch beim Berühren der Pflanzen nicht Schaden zugefügt. Ich glaube, mein Gemüse hat von den Lichtern profitiert, aber ich nutze nur die stärkste Einstellung. Ich habe den Timer nicht verwendet, um sie ein- und auszuschalten. Ich kann diese Funktion als nützlich in einer Büroumgebung mit Hauspflanzen oder wenn im Urlaub Cons: Ich glaube nicht, dass diese Lichter stark genug sind, um die primäre Lichtquelle für Kindergärten zu sein. Die Lichter sind klein! Wenn die Lichter ausbrennen, muss ich eine ganz neue Einheit kaufen.	yes
BEWARE...SMELL IS VERY BAD...CARD SLOTS TOO BIG! When I first saw this I thought it was beautiful, BUT it smelled SO BAD. At first I thought it was the smell of leather, but many pointed out that is was a MOLD smell. It never went away, so I had to return it. PLUS, the pockets for the credit cards are too big. The credit cards slide all the way down, the tips don't show so you have no idea what card is where and very difficult to get out. THE PHOTO THEY SHOW WHERE THE CARDS ARE STICKING OUT IS INACCURATE.	Als ich das zuerst sah, dachte ich, dass es schön war, aber es riechte SO BAD. Zuerst dachte ich, dass es der Geruch von Leder war, aber viele wiesen darauf hin, dass es ein MOLD Geruch war. Es ging nie weg, also musste ich es zurückgeben. PLUS, die Taschen für die Kreditkarten sind zu groß. Die Kreditkarten gleiten den ganzen Weg hinunter, die Tipps zeigen nicht, dass du keine Ahnung hast, welche Karte dort ist und sehr schwierig herauszukommen ist. DIE PHOTO THEY SHOW THE CARDS ARE STICKING OUT ist INACCURATE.	yes
It’s very small.. Received the travel money belt and it a lot smaller than the pictures shows. I wished I did not buy it and will still have to look for something larger.	Ich wünschte, ich habe es nicht gekauft und werde immer noch nach etwas Größerem suchen müssen.	yes
Good umbrella, would buy it again if I had to	Guter Regenschirm, würde es wieder kaufen, wenn ich	yes
First off, I have to say the color is loveeeee. A lot of things I order in purple always come too light, too kiddish, too weird, too neon-ish, what have you. But this purple was deep and lush and I love it, the umbrella is sturdy and really good quality. Probably best umbrella I’ve had. Comes with a cover and while it may not have much functional use, it really keeps it looking sharp.	Zuerst muss ich sagen, dass die Farbe ein Liebhaber ist. Viele Dinge, die ich in lila bestelle, sind immer zu hell, zu kiddisch, zu seltsam, zu neonisch, was haben Sie. Aber dieses Lila war tief und üppig und ich liebe es, der Regenschirm ist stabil und wirklich gute Qualität. Wahrscheinlich der beste Regenschirm, den ich hatte. Kommt mit einem Bezug und obwohl es nicht viel funktionale Verwendung hat, sieht es wirklich scharf aus.	yes
Packaging is terrible - received 3 damaged guitars	Verpackung ist schrecklich - erhalten 3 beschädigte Gitarren	yes
Very nice looking guitar. Too bad the company does not know how to protect their product. Don’t bother trying to receive one that is not damaged. We returned 2 because of damages in shipping and the the 3rd one was damaged also. Gave up. They ship it in the soft thin case with one sheet of brown paper in a cardboard box. No padding at all.	Das Unternehmen weiß nicht, wie das Produkt geschützt werden soll. Wir haben 2 Schäden im Versand zurückgegeben und die dritte wurde ebenfalls beschädigt. Gave up. Sie versenden es in der weichen dünnen Hülle mit einem Blatt braunem Papier in einer Kartonbox.	yes
Cool concept! Just needs some more improvements to make it a really awesome product	Cooles Konzept! Nur noch einige Verbesserungen, um es zu einem wirklich fantastischen Produkt zu machen	yes
Really cool concept when it comes to karaoke-ing. I love karaoke so this mic immediately piqued my interests. I think the overall design is good - the rose gold is a nice touch. It's also a standard design that I've been seeing on all other options related to this kind of microphone. For the uninitiated, the way this works is it simultaneously acts as 1) a personal microphone 2) a music streamer / speaker and 3) a voice recorder. Altogether, you have a 3-in-1 device that amplifies your voices and music and records everything that comes out. There's no music in the mic itself though. It has a bluetooth connector so you sync it to your phone and download a karaoke app that can send the karaoke songs to the mic. Or you can even sync your Spotify app. Note that the mic doesn't work with every app unfortunately. The mic comes with different options to adjust the volume level of the music and your voice (separately too!) and even has an option to adjust the level of echo so you actually sound like you're in a karaoke room. Some things I would like to see future improvements on are: 1) there's some annoying feedback that doesn't seem to go away regardless of how far I distance my phone from the mic. If you've figured this out, I'd love to know! 2) the option switches at the middle of the mic is clunky. I'm a sucker for minimalism so it be great if future products can make the design sleeker. 3) support for more karaoke apps Finally, because the sound comes out of this mic directly, and not through a flatscreen or central living room speaker system, it's not as fun in a party setting. If the manufacturer can somehow integrate this into a larger party karaoke ecosystem, that would make this infinity more enjoyable.	Ich liebe Karaoke so, dass dieses Mikrofon sofort meine Interessen durchdringt. Ich denke, dass das Gesamtdesign gut ist - das Rose Gold ist eine nette Berührung. Es ist auch ein Standarddesign, das ich auf allen anderen Optionen gesehen habe, die mit dieser Art von Mikrofon verbunden sind. Es ist auch ein Standarddesign, das ich auf allen anderen Optionen gesehen habe, die mit dieser Art von Mikrofon verbunden sind. Es ist auch ein Standarddesign, das ich auf allen anderen Optionen gesehen habe, die mit dieser Art von Mikrofon verbunden sind. Es ist ein 3-in-1-Gerät, das es amplifiziert, Ihre Stimme und Ihre Stimme (separat auch!) und hat sogar eine Option, um die Lautstärkestufe der Musik und Ihrer Stimme (separat auch!) und sogar eine Option, um den Lautstärkepegel der Musik und Ihrer Stimme (separat auch!) und sogar eine Option, um den Lautstärkepegel zu ändern, und	yes
Ribbed off by Vision Supplies	Gerippt von Vision Supplies	yes
October 2017 purchased four (4) cartridges from Vision Supplies - Amazon Marketplace, so I would have when needed and to save shipping cost. Used two over the last couple of years, about one a year, and they worked okay. Tried to use one last week, almost empty after printing 20 labels, but in last one ran out after 40 pages. The plastic a missing on both. Told warranty expired!!!! Who would check every single cartridge when received???? BUYER BE AWARE!!!!!!!!!!!	Oktober 2017 kaufte vier (4) Patronen von Vision Supplies - Amazon Marketplace, also hätte ich bei Bedarf und um Versandkosten zu sparen. Verwendet zwei in den letzten Jahren, etwa ein Jahr, und sie funktionierten in Ordnung. Versucht, eine letzte Woche zu verwenden, fast leer nach dem Druck von 20 Etiketten, aber in der letzten eins lief nach 40 Seiten aus. Der Plastik fehlte auf beiden Seiten. Told Garantie abgelaufen!!!! Wer würde jede einzelne Patrone überprüfen, wenn sie empfangen wurde?????	yes
I'm sorry, what? My friend recommended the mask of this line so I bought that, this conditioner, and the all in one milk. I cannot speak for the effectiveness of the product because the smell was just not tolerable. You know that musty smell old buildings use in female restrooms to try to mask the smell of *ladies* but it just turns out as this sour, chemical, kind of musty grandma smell? Ya that's all I can think of when I smell this. You know different strokes different folks so maybe you'll like the smell. My friend said it can help even the most damaged hair, so if you don't care about scent then no worries. I know natural products aren't going to smell as pretty as some synthetic ones but I feel like more and more natural lines just care less since it will sell anyway and so now everything just smells like playdough. I've lost a few favorite lines to them changing the formula to cheaper ingredients. I don't know if that's the case here or if this is a fake (which I called Davines and they said it isn't) but this smells like Y U C K and I had to return it.	Es tut mir leid, was? Mein Freund empfahl die Maske dieser Linie so, dass ich das gekauft habe, dieses Conditioner und das alles in einer Milch. Ich kann nicht für die Wirksamkeit des Produktes sprechen, weil der Geruch einfach nicht tolerierbar war. Sie wissen, dass alte Gebäude in weiblichen Toiletten verwendet werden, um den Geruch von *ladies* zu maskieren. Sie wissen, dass alte Gebäude in weiblichen Toiletten verwendet werden, um den Geruch von *ladies* zu maskieren, aber es ist alles, was ich denken kann, wenn ich diesen Geruch rieche. Ich weiß, dass natürliche Produkte nicht so hübsch wie einige synthetische Haare riechen können, aber ich weiß, dass natürliche Produkte nicht so schön wie einige synthetische Haare riechen können, aber ich weiß, dass natürliche Produkte nicht so schön wie einige synthetische Haare riechen können, aber ich weiß, dass es nicht so schön wie einige synthetische Haare	yes
