Police arrest 15 after violent protest outside UK refugee hotel	Polizei verhaftet 15 nach gewalttätigen Protesten vor einem Flüchtlingshotel in Großbritannien	yes
And then, I agree that there is a lot of noise in this dictionary. So, I asked that you would have various versions of this dictionary by taking only the words that were observed, five times. And only the pronunciations that were observed three times or more, or something like that. So, that way, these random errors, such as the example with this four IBM instead of IBM. This will not be so frequent. But still, you will have the variants in pronunciation, because if the person, says this "alzo", if you remember, if he says this "alzo" with a "Z" 20 times in the in the talk, then you will see that in the data with the "Z". And if he sometimes manages to say also correctly, then yeah, again, you will see that in the data. So, I would like, [PERSON4] to be in touch with [PERSON2]. Maybe you continue on the call, right? I will have to leave now, because I need to give the kids lunch and so on. But please stay on this call and figure out jointly how to use that dictionary. So [PERSON4], please show [PERSON2] what the dictionary is that the system is accepting. Share your screen and show it. And [PERSON2], please, have a look at that and help with converting the dictionary that you emitted to that file. One thing that will still be needed is the language model substitute. But all these words should be known words. So [PERSON4], you need to figure out what words are in the language model. And the words which are in the language model should be simply copied. So, the dictionary will have three col ns. The grapheme, as it is output. One recognized. The phonemes, as [PERSON2] proposed. And there will be multiple lines with different phoneme variations. And the third col n will be also the same again for all of those, and again there will be the same grapheme form. So that is when the language model sees. And I think that this way, these systems should be able to load it. And you will also possibly run into one more problem: that it is not ready for two big custom dictionaries. So, this is also something that has to be tested, but please test it, the two of you together. So [PERSON2] knows what he created in the dictionary. And you know what the dictionary looks like when you are creating it manually, and you need to put these two pieces of knowledge together. Ah, so that it works with the, with the generated dictionary.	Und dann, ich stimme zu, dass es eine Menge Lärm in diesem Wörterbuch. Also, ich bat darum, dass Sie verschiedene Versionen dieses Wörterbuchs haben würden, indem Sie nur die Wörter nehmen, die fünf Mal beobachtet wurden. Und nur die Aussprachen, die drei Mal oder mehr beobachtet wurden, oder so etwas. So, auf diese Weise, diese zufälligen Fehler, wie das Beispiel mit diesem vier IBM statt IBM. Dies wird nicht so häufig sein. Aber trotzdem, Sie werden die Varianten in der Aussprache haben, denn wenn die Person, sagt diese "alzo", wenn Sie sich erinnern, wenn er sagt diese "alzo" mit einem "Z" 20 Mal in der Rede, dann werden Sie sehen, dass in den Daten mit dem "Z". Und wenn er manchmal auch richtig zu sagen, dann ja, wieder, werden Sie sehen, dass in der. Also, ich würde [PERSON4] mit PERSON in Berührung sein [PERSON2]. Vielleicht rufen Sie auf diese drei Wörter, die ich auch weiterhin in die verschiedenen Formen, wie das Beispiel mit diesem vier IBM statt IBM beobachtet wurden, oder so etwas. So, diese drei zufälligen Fehler, wie das Beispiel mit diesem vier IBM statt IBM.	no
(PERSON4) Okay.	(Person4) Ok. Ich bin dabei.	no
(PERSON6) So [PERSON2], does this make sense?	(PERSON6) Also, macht das Sinn?	no
(PERSON2) Yeah, sure, we'll discuss it.	Ja, sicher, wir werden es besprechen.	no
(PERSON6) Yeah, so is there anything else, [PERSON2], that you have?	Ja, gibt es noch etwas anderes, was du hast?	no
(PERSON2) Well, maybe interesting information for Dominik. I'm finishing training of a German ASR that may be used for time stamping. I'm not sure how good it will be because I'm trying to do it on (Libry) Speech. And, though, when I was downloading it, they claimed it had more than 600 hours. But then the training said that the actual training set contained only around 300 hours. And I'm still not sure whether these 300 hours do not contain similar sentences. Or actually the same sentences but spoken by different speakers. For example, in English or Czech I used to observe steeper conversions. And now it won't convert so fast. So, if we take some samples during the training. Then there are still some serious errors in the ASR output. So, I'm hopeful that for the time stamping, it is good enough. Or at least we might try it.	(PERSON2) Nun, vielleicht interessante Informationen für Dominik. Ich bin gerade dabei, ein deutsches ASR zu trainieren, das für das Zeitstempeln verwendet werden kann. Ich bin mir nicht sicher, wie gut es sein wird, weil ich es auf (Libry) Speech versuche. Und wenn ich es herunterladen wollte, behaupteten sie, es hätte mehr als 600 Stunden. Aber dann sagte das Training, dass das eigentliche Trainingset nur etwa 300 Stunden enthielt. Und ich bin immer noch nicht sicher, ob diese 300 Stunden nicht ähnliche Sätze enthalten. Oder tatsächlich die gleichen Sätze, aber von verschiedenen Sprechern gesprochen. Zum Beispiel, in Englisch oder Tschechisch habe ich steiler Konvertierungen beobachtet. Und jetzt wird es nicht so schnell konvertieren. Also, wenn wir während des Trainings einige Proben nehmen. Dann gibt es noch einige ernsthafte Fehler in der ASR-Ausgabe. Also hoffe ich, dass das Stempelnellen für die Zeit zumindest gut genug ist. Oder wir könnten es versuchen.	no
(PERSON17) Okay, that's good, yeah. So, I started, but I think I never finished an email to you, because you reminded me, [PERSON8], that your profanity filtering is not yet integrated. And I think this is also an important message for [PERSON5], who has disappeared again from the call. So, the important message is that yes, it's very good that you are actively pushing so that your results are integrated, and everybody should do so. And at the same time, we need to have the setup, so that you can actually integrate and test it yourself. So, I call it "do-it-yourself integration". So, [PERSON8], when working with [PERSON5] and when documenting what the setups are, make sure it is tested well enough by colleagues, such as [PERSON4] or even [PERSON9] for the language model checks and everybody else. So, whenever someone develops a new useful component, the full pipeline should be accessible to him reasonably easily, so he can test it himself. So, this do-it-yourself integration is important, because otherwise it will all remain on you, [PERSON8], and you don't want to be overloaded. So, you want to provide these people with inputs and outputs as the first testing approach, which has already been done. [PERSON4], right? The profanity filtering, has it been tested on logs? I think it was.	(PERSON17) Okay, das ist gut, ja. Also, ich habe angefangen, aber ich glaube, ich habe nie eine E-Mail an Sie beendet, weil Sie mich daran erinnert haben, [PERSON8], dass Ihr Fluchfilter noch nicht integriert ist. Und ich denke, das ist auch eine wichtige Botschaft für [PERSON5], der wieder aus dem Anruf verschwunden ist. Also, die wichtige Botschaft ist, dass ja, es sehr gut ist, dass Sie aktiv drängen, dass Ihre Ergebnisse integriert werden, und jeder sollte das tun. Und gleichzeitig müssen wir das Setup haben, damit Sie es tatsächlich integrieren und selbst testen können. Also nenne ich es "Do-it-yourself-Integration". Also, [PERSON8], wenn Sie mit [PERSON5] arbeiten und wenn Sie dokumentieren, was die Setups sind, stellen Sie sicher, dass es gut genug von Kollegen getestet wird, wie [PERSON4] oder sogar [PERSON9] ist wichtig für das Sprachmodell und jeder andere, der wieder aus dem Anruf verschwunden ist.	yes
(PERSON8) Yeah, it was tested on logs, I think. So, now it's time to test it on the live pipelines. And again, I think it's better if [PERSON8] explains to [PERSON4] how to do it, so that [PERSON4] runs it for himself some of the workers and live playing some of the problematic file like using [PROJECT8] or whatever. Simply play them. Follow the sound output on your machine and see how that works. Because only when doing the real setup will the true errors appear. It is important to first debug it, using the log files, and then it's important to debug it in the pipeline. And if this debugging can be done by the author of that component, here, in this case [PERSON4], it would be most efficient for all of us. So, [PERSON8], please confirm that you agree with this idea of like do-it-yourself integration.	(PERSON8) Ja, ich denke, es wurde an den Logs getestet. Also, jetzt ist es an der Zeit, es an den Live-Pipelines zu testen. Und wiederum, ich denke, es ist besser, wenn [PERSON8] [PERSON4] erklärt, wie es geht, so dass [PERSON4] es für sich selbst ausführt, einige der Arbeiter und einige der problematischen Dateien live spielt, wie mit [PROJECT8] oder was auch immer. Spielen Sie sie einfach ab. Folgen Sie der Tonausgabe auf Ihrem Computer und sehen Sie, wie das funktioniert. Denn nur beim richtigen Setup werden die wahren Fehler erscheinen. Es ist wichtig, es zuerst zu debuggen, mit den Logfiles, und dann ist es wichtig, es in der Pipeline zu debuggen. Und wenn dieses Debuggen hier, in diesem Fall, von dem Autor gemacht werden kann, wäre es für uns alle am effizientesten. Also, PERSON8, bestätigen Sie bitte, dass Sie mit dieser Idee der Do-it-Yourself-Komponente-Inte einverstanden sind.	no
(PERSON17) Yeah, so for the multi-accent English. So, we are now [PERSON14] putting that together to just one technical solution. The current idea that [PERSON14] is working on is that he will create new sentences with words that were spoken in other sentences, and he will do this across different speakers. So, it will be really multi-speaker sentences, and therefore the robustness to the different accents of these speakers could be also improved. Ah, so that's one particle experiment. And later on, we may do something more about the multi-accent thing. So, these new sentences will actually try to solve two problems with one experiment. One problem is the implicit language model. So, the ASR system has to see the largest possible set of sentences. And we are going to create new sentences from the text-only language model by adding the sound part to that, so that the language model will be better for the ASR, and the robustness to different speakers would be also better. And in a talk yesterday, I heard another idea. It was during the training. They were dropping out time bands and frequency bands from the sound. So, they were training on disrupted inputs, and that also greatly improved the robustness of the system.	(PERSON17) Ja, also für das Mehrfach-Akzent-Englisch. Also, wir stellen das jetzt [PERSON14] zusammen zu einer technischen Lösung. Die aktuelle Idee, an der [PERSON14] arbeitet, ist, dass er neue Sätze mit Wörtern erstellt, die in anderen Sätzen gesprochen wurden, und er wird das über verschiedene Sprecher hinweg tun. Also, es werden wirklich Mehrfach-Sätze sein, und daher könnte auch die Robustheit für die verschiedenen Akzente dieser Sprecher verbessert werden. Ah, das ist also ein Teilchen-Experiment. Und später könnten wir etwas mehr über die Mehrfach-Akzenten-Sache tun. Also, diese neuen Sätze werden tatsächlich versuchen, zwei Probleme mit einem Experiment zu lösen. Ein Problem ist das implizite Sprachmodell. Also, das ASR-System muss die größte Menge möglicher Sätze sehen. Und wir werden neue Sätze aus dem Text-Nur-Satzmodell erstellen, indem wir dem Sprachmodell einen Teil hinzufügen, damit das Sprachmodell besser klingt, und er wird dies über verschiedene Sprecher tun. Und die Robustheit für die verschiedenen Akzungen dieser Sprecher könnte auch verbessert werden. Und ich habe gestern eine andere Idee, die sich während des Trainings von den Eingabändern unterscheidet, und die sie auch besser klingen, während der Frequenzbands und der Sprecher waren, und ich sprach bei den Gesprächen.	yes
(PERSON17) Anyone else can work on the non-native accent thing. Ok, then another thing that I spotted is - this is in the Monday test document. It is highlighted four times. So, when some session is happening, we need the names and terminology for that session. And we need to collect it, prepare it manually, create it somewhat. And this manual creation should be supported with automatic tools as much as possible. So, there is a certain skill b in that, which needs to be practiced. So, I'm quite skilled at shuffling text files. And whenever I see any of any of you doing that, then I like always have tips in my head of what could be done faster. Maybe it is not faster for your end, but at least you should consider it. So there this skill is something that that we need people to have. And we need someone to be responsible for that. And I'm afraid that the only person for this could be [PERSON8]. If you find anyone else who would be ready to help with the immediate domain adaptation, the data crunching, please say so. And then we need - So, once we have secured the dictionary of terms and whatever the word pronunciations, we need techniques to put these dictionaries to use in the systems. So, my impression from the domain adaptation that [PERSON9] has been carefully doing for all the sessions was that it was not really visible in the hybrid ASR. So, one such session is again going to happen this Monday. [PERSON9] is already starting the data collection, but I would like to see the benefit of that domain adaptation in in in the [PROJECT5] set up. So, maybe [PERSON9] and [PERSON8], because he's learning how to do domain adaptation and [PERSON14], because he is doing how to work with [PROJECT5]. If you three could meet and double check what is [PROJECT5] doing with the - It's not [PROJECT5], actually, the domain adaptation is for the [PERSON18] toolkit, right.	(PERSON17) Jeder andere kann an der nicht-native Akzent-Sache arbeiten. Ok, dann ist eine andere Sache, die ich entdeckt habe - das ist in der Montag Testdokument. Es ist viermal hervorgehoben. Also, wenn eine Sitzung stattfindet, brauchen wir die Namen und Terminologie für diese Sitzung. Und wir müssen es sammeln, es manuell vorbereiten, es etwas erstellen. Und diese manuelle Erstellung sollte mit automatischen Werkzeugen so viel wie möglich unterstützt werden. Also, es gibt eine bestimmte Fähigkeit b in, die geübt werden muss. Also, ich bin ziemlich geschickt im Mischen von Textdateien. Und wann immer ich sehe, dass einer von Ihnen das tut, dann habe ich immer Tipps in meinem Kopf, was schneller getan werden könnte. Vielleicht ist es nicht für Ihren Ende, aber zumindest sollten Sie es in Betracht ziehen. Also gibt es etwas, das wir Menschen brauchen. Und wir müssen für jemanden, der dafür verantwortlich ist. Und ich fürchte, dass nur diese Person für diese Sitzung sichtbar sein könnte. Und wenn diese manuelle Erstellung mit automatischen Werkzeugen so weit wie möglich unterstützt werden sollte. Also, es gibt eine bestimmte Fähigkeit b, die üblicher ist, die Textdateien zu mischen. Und wenn ich sehe, dass jemand anderes das tut, dann würde ich sagen, wie es mit den Anpassungen in der Domain- und die Aussprache, die wir diese Daten in der Domain-Situngen machen, die wir tatsächlich mit den Namen und die Anpassung zu tun, die Anpassung ist, wie es ist, wenn Sie mit den Namen, die Anpassungen in der Domain-Daten, die Sie mit den Anpassungen in der Domain-Domain, die Sie die Daten-D	yes
