בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three Cheetah cubs born in Iran	yes
תגובת עורכת דין שרית גולן חברת מועצת העיר חיפה: העדויות והממצאים הקשים העולים מן הדו"ח מחייבים פתיחת חקירה פלילית כנגד כל המעורבים בהפעלת היועץ לביקורת חקירתית לביצוע חקירות, אשר ספק לגבי חלקן אם הן מותרות על פי חוק באופן בו בוצעו ובפרט החקירות הנוגעות לחברת המועצה מהאופוזיציה לראש העיר ועובדים בכירים לשעבר".	Attorney Sarit Golan, a member of the Haifa City Council: The hard evidence and findings from the report call for the opening of a criminal investigation against all those involved in the operation of the consultant for investigative review to carry out investigations, some of which doubt whether they are permitted by law in the way they were carried out and in particular the investigations relating to the council member from the opposition to the mayor and former senior employees."	no
תגובת ליאור דץ מעמותת "שומרי הסף": "נראה שנחצו כל הקווים האדומים שרשות ציבורית שולחת חוקרים פרטים על מנת לאסוף מידע כנגד עורכי דין המייצגים עמותה שחושפת שחיתות ובזמן שהעמותה מנהלת הליכים ציבוריים כנגד הנהלת עיריית חיפה".	Lior Datz of the "Gatekeepers" association: "It seems that all red lines have been crossed that the public authority sends investigators details in order to gather information against lawyers representing an association that exposes corruption while the association is conducting public proceedings against the Haifa Municipality administration."	no
עיריית חיפה לא מסרה תגובה.	The City of Haifa declined to comment.	no
משרד רואה חשבון יהודה ברלב לא מעוניין להגיב.	Accountant Yehuda Barlev's office did not wish to comment.	no
גנץ חשף: "איראן וחיזבאללה פעלו יחד כדי לפגוע בפעילות יוניפ"ל בלבנון"	Gantz revealed: "Iran and Hezbollah worked together to harm UNIFIL's activities in Lebanon"	yes
שר הביטחון השתתף בכנס הסייבר הבינלאומי באוניברסיטת תל אביב וטען כי "ישראל מכירה את מערכות הסייבר של יריביה ואת דרכי הפעולה שלהם" •	The Defense Minister attended the International cyber Conference at Tel Aviv University and claimed that " Israel knows the cyber systems of its adversaries and their methods of operation." •	yes
גנץ התייחס בין היתר לתיעוד של אל-סייד בשבי החמאס: "סרטון שמטרתו סחטנות – על גבה של סוגייה הומניטארית" •	Gantz referred, among other things, to the documentation of El-Sayed in Hamas captivity: "A video aimed at blackmail – on the back of a humanitarian issue." •	yes
סגן מפקד יחידת 8200 חשף: "סיכלנו את הניסיון להרעיל את מערכות המים"	Deputy Commander of 8200 Unit revealed: 'We thwarted the attempt to poison the water systems'	yes
שר הביטחון, בני גנץ נאם הבוקר (רביעי) בכנס הסייבר הבינלאומי של מרכז הסייבר באוניברסיטת ת"א ושם חשף מתקפה משותפת של איראן וחיזבאללה בכדי לפגוע בכוחות יוניפ"יל בלבנון, "פגיעה נוספת של איראן וחיזבאללה באזרחי לבנון ויציבות המדינה", אמר גנץ.	Defense Minister Benny Gantz spoke at the International Cyber Center conference at Tel Aviv University, where he revealed a joint attack by Iran and Hezbollah to hit the UNIFIL forces in Lebanon,"further harm by Iran and Hezbollah to the citizens of Lebanon and the stability of the country,"Gantz said.	yes
גנץ התייחס בין היתר לתיעוד של הישאם אל-סייד, השבוי בשבי החמאס בעזה, אותו שיחררה הזרוע הצבאית של ארגון הטרור: "אתמול פורסם סרטון שמטרתו סחטנות – על גבה של סוגייה הומניטארית.	Gantz referred, among other things, to the documentation of Hisham al-Sayed, a Hamas prisoner in Gaza who was released by the terrorist organization's military wing: "Yesterday, a video aimed at blackmail was released – on the back of a humanitarian issue.	yes
חמאס מחזיק בשבי את ארבעת הבנים בניגוד לחוק הבינלאומי, בניגוד למוסר.	Hamas is holding the four boys captive in violation of international law and against morality.	yes
חמאס אחראית לכך והציפייה שלנו מהקהילה הבינלאומית היא לפעול מול ההתנהלות הנפשעת הזו של חמאס".	Hamas is responsible for this and our expectation from the international community is to act against this criminal behavior by Hamas."	yes
עוד הוסיף כי "מדינת ישראל פועלת במגוון אמצעים, וממשיכה להפוך כל אבן על מנת להשיב את הבנים הביתה.	"The State of Israel is working through a variety of means, and continues to leave no stone unturned in order to bring the boys home.	yes
כפי שאמרנו בעבר – מדובר בסוגיה הומניטארית, כך אנו רואים אותה, ועל הבסיס הזה נמשיך לפעול.	As we have said before – this is a humanitarian issue, that's how we see it, and on that basis we will continue to act.	yes
ניסיונות סחטנות ותרגילי תודעה לא ישפיעו על עמדתנו והתנהלותנו״.	Attempts at blackmail and exercises of consciousness will not affect our position and conduct."	no
בהמשך חשף פעילות משותפת של איראן וחיזבאללה: "איראן מפעילה את שלוחיה גם במימד הסייבר: אני יכול לחשוף היום, שלאחרונה אותרה פעילות של גופי הביטחון האיראנים בשיתוף עם חיזבאללה, בכדי לפגוע בפעילות כוחות יוניפי"ל בלבנון.	Later, he revealed joint activity between Iran and Hezbollah: "Iran is also operating its affiliates in the cyber dimension: I can reveal today that recently, Iranian security agencies detected activity in cooperation with Hezbollah in order to harm the activities of UNIFIL forces in Lebanon.	no
זאת על ידי מימוש מבצע בסייבר שמטרתו הייתה לגנוב חומרים על היערכות יוניפ"ל במרחב, ושימוש בהם על ידי חיזבאללה.	This was accomplished through the implementation of a cyber operation aimed at stealing materials on the deployment of UNIFL in the region, and using them by Hezbollah.	no
