בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: three cheetah cubs were born in Iran	yes
מחקר מהתקופה האחרונה, שעסק בהפיכת צורת הקרנית מכיפה לחרוט, גילה שהסיבה למחלה ולחולשה של הקרנית ולהתעוותות הצורה שלה קשורה לחוסר איזון אנזימי, שבעקבותיו הרדיקלים החופשיים עלולים לפגוע בחלבונים שבקרנית - והמבנה שלה ישתנה.	A recent study, which dealt with the transformation of the cornea from a dome to a cone, revealed that the cause of the cornea's disease and weakness and deformation of its shape is related to an enzyme imbalance, due to which free radicals can damage the proteins in the cornea - and its structure will change.	yes
המקור לאותו חוסר באנזימים הוא גנטי, עובדה המחזקת את ההשערה שקרטוקנוס היא מחלה תורשתית.	The source of this enzyme deficiency is genetic, reinforcing the hypothesis that keratoconus is an inherited disease.	yes
לדברי פרופ' אריאלה גורדון-שאג, ראש החוג למדעי האופטומטריה במכללה האקדמית הדסה, "במחקר שפורסם בתחום בקרב סטודנטים ערבים בחיפה, נמצאה שכיחות של קרטוקונוס של 3.2%.	According to Prof. Ariella Gordon-Shag, Head of the Department of Optometry Sciences at Hadassah Academic College, "In a study published in the field among Arab students in Haifa, a prevalence of keratoconus of 3.2% was found.	no
השכיחות הכי גבוהה הייתה אצל סטודנטים מהמגזר הבדואי - 20% היו עם קרטוקונוס, אבל היה מדגם יחסי קטן".	The highest prevalence was among students from the Bedouin sector – 20% had keratoconus, but there was a relatively small sample."	no
החוקרת הוסיפה שמדובר בממצא לא מפתיע: "יש שכיחות גדולה של קרטוקונוס במגזר הבדואי.	The researcher added that this is not a surprising finding: "There is a large prevalence of keratoconus in the Bedouin sector.	no
במחקרים שלנו מצאנו שנישואי קרובים הם גורם סיכון למחלת קרטוקונוס.	In our studies, we found that marriage of relatives is a risk factor for keratoconus.	no
כך בכל מגזר עם הרבה חתונות בין בני דודים, ייתכן שנמצא שכיחות גבוהה".	So in any sector with a lot of weddings between cousins, we may find a high prevalence."	no
בהקשר זה יש לציין כי מדובר בממצא חשוב לאור המסקנה החד-משמעית: במקרים שבהם מופיע סיפור משפחתי של מחלת קרטוקונוס, על כל בני המשפחה לגשת לבדיקת עיניים מתאימה בהקדם.	In this context, it should be noted that this is an important finding in light of the unequivocal conclusion: in cases where a family history of keratoconus disease appears, all family members should undergo an appropriate eye examination as soon as possible.	no
לדברי ארזה פרוכטר, אופטומטריסטית קלינית B.Sc, "יש פנייה של פי עשרה לקליניקה מאזורי פריפריה מרוחקים, בעיקר מאזור הדרום, לעומת המרכז".	According to Erza Fruchter, a clinical optometrist at the B.Sc, "There is a tenfold increase in referral to the clinic from remote peripheral areas, mainly from the south, as opposed to the center."	no
פרוכטר מוסיפה כי "בעשור האחרון שמתי לב שרוב המטופלים פונים מהפריפריה, במיוחד מאזור באר שבע.	Fruchter adds, "Over the past decade, I have noticed that most patients turn from the periphery, especially from the Be'er Sheva area.	no
הדבר נובע בעיקר משכיחות גבוהה של נישואים בתוך המשפחה (בעיקר במגזר הבדואי) ומאלרגיות שונות, וחוסר מודעות לטיפול נכון בבעיה".	This is mainly due to the high prevalence of marriage within the family (especially in the Bedouin sector) and various allergies, and a lack of awareness of proper handling of the problem."	no
אז איך מאבחנים המחלה?	So how is the disease diagnosed?	no
פרוכטר מסבירה שקרטוקונוס מתפתחת בדרך כלל בגיל ההתבגרות או בשנות העשרה המאוחרות (בגילים 16-15 או 20).	Fruchter explains that keratoconus usually develops in adolescence or late teens (ages 15-16 or 20).	no
המחלה כוללת ירידה בראייה, במקביל לעלייה בצילינדר.	The disease involves a decrease in vision, in parallel with an increase in the cylinder.	no
חולי קרטוקונוס מעידים על ראייה מעוותת ו/או מטושטשת של דמויות ועצמים.	Keratoconus patients indicate distorted and/or blurred vision of figures and objects.	no
סימנים אלה מחמירים עם ההתפתחות במחלה, שלרוב מתפתחת באופן איטי והדרגתי לאורך שנים.	These signs worsen with the development of the disease, which usually develops slowly and gradually over years.	no
עם זאת, המחלה עשויה גם להתפתח בקצב מהיר ולהגיע לשיאה בתוך חודשים ספורים בלבד.	However, the disease may also develop rapidly and reach its peak in just a few months.	no
רבים מהחולים אף מעידים על רגישות מוגברת לאור.	Many patients also report increased sensitivity to light.	no
כשלוש שנים לאחר הפעולה בעזה - צה"ל חשף את שמו של סא"ל מ'; בנט: "כעת, העם מכיר את פניו של גיבור ישראל"	About three years after the operation in Gaza, the IDF revealed the name of Lt. Col. M.; Bennett: "Now, the people know the face of the hero of Israel"	yes
מחמוד ח'יר א-דין מהכפר חורפיש הוא סגן אלוף שנהרג במבצע בחאן יונס •	Mahmoud Kheir a-Din from the village of Hurfeish is a lieutenant colonel killed in an operation in Khan Yunis •	yes
ראש אמ"ן: "הפרסום מגיע לו, למשפחתו ולילדיו" •	Director of Military Intelligence: "He deserves publicity, his family and his children" •	yes
בהמשך תיבחן האפשרות לפרסם את תמונתו של סא"ל עמנואל מורנו מסיירת מטכ"ל	Later, the possibility of publishing the photo of Lt. Col. Emanuel Moreno from the General Staff unit will be examined	yes
