בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Three endangered cheetah cubs were born in Iran	yes
מעקבים אחרי עובדי עירייה ויריבים פוליטים ותשלום מנופח למשרד רואה חשבון עבור ביצוע החקירות, "על חשבון הקופה הציבורית".	Surveillance of city employees and political opponents and inflated payment to an accountant's office for conducting investigations, "at the expense of the public coffers."	yes
דו"ח מבקר עיריית חיפה עופר טל שפורסם אתמול (שלישי), מציג חשש לכאורה לעבירות פליליות של ראש העיר ד"ר עינת קליש רותם נגד בכירים לשעבר בעירייה, עובדי עירייה, ויריבים פוליטים.	The report of Haifa Municipality Comptroller Ofer Tal, published on Tuesday, presents an alleged fear of criminal offenses by Mayor Dr. Einat Kalish Rotem against former city officials, city employees, and political opponents.	yes
על פי החשד, קליש נפגשה עם משרד רואה החשבון ברלב ושות׳ וביקשה לבצע ביקורת חקירתית.	According to the suspicion, Kalish met with the accounting firm of Barlev & Co. and requested an investigative audit.	yes
החקירות התנהלו תחת שמות וקודים שניתנו לגזבר העירייה לשעבר, ושם קוד שניתן לחברת המועצה סופי נקש, ונבדק האם המכרזים שיש בין העירייה ולבין חברה שבבעלות משפחתה של נקש, הם כשרים למהדרין.	The investigations were conducted under the names and codes given to the former municipal treasurer, and a code name given to councilwoman Sofie Nakash, and we checked whether the tenders between the municipality and a company owned by Nakash's family were strictly kosher.	yes
עוד עולה מדו"ח המבקר כי קיים אי סדר וחוסר בקרה מוחלט אחר עבודתו של רואה החשבון עימו נפגשה קליש.	The comptroller's report also shows that there is disorder and a complete lack of control over the work of the accountant with whom Kalish met.	yes
גזבר העירייה הוא הגורם העירוני שתפקידו לרכז ולסנכרן בין עבודותיו של רואה החשבון ואגפי העירייה והנתונים שאסף רואה החשבון לא הועברו אליו.	The municipal treasurer is the municipal entity whose role is to coordinate and synchronize the works of the accountant and the municipal departments, and the data collected by the accountant was not transferred to him.	yes
הדבר גרם לכך שאיש בעירייה אינו מודע בדבר כל הפרויקטים המבוצעים על ידי רואה החשבון, ומהו היקף העבודה הנדרש בכל אחד מהם.	This has led to the fact that no one in the municipality is aware of all the projects carried out by the accountant, and the scope of the work required in each of them.	no
יתרה מכך, דיווחי השעות שהגיש רואה החשבון לא אושרו במקרים רבים כנדרש.	Moreover, the hours reports submitted by the accountant were not approved in many cases as required.	no
נוצר מצב שבו היקף הנושאים שבהם רואה החשבון היה מעורב הלך וגדל באופן לא מידתי, תוך התערבות רבה בהתנהלות השגרתית של העירייה, ללא כל פיקוח ומעקב מצד העירייה.	A situation was created in which the scope of the issues in which the accountant was involved grew disproportionately, with great intervention in the routine conduct of the municipality, without any supervision and follow-up by the municipality.	no
לסיכומו של הדו"ח, הביקורת המליצה לעצור את התשלומים שטרם שולמו לרואה החשבון, עד אשר יתקבל חומר המפרט את עבודתו בכל אחד מהנושאים שבדק.	To summarize the report, the audit recommended that the unpaid payments to the accountant be halted until material detailing his work on each of the issues it examined was received.	no
נוסף על כך, חשבוניות שהוגשו לעיריית חיפה היו תחת קודים כמו "שומרי הסף", חנות מידע, חנות דגים, ביקורת חקירתית לראש העיר ודו"ח ביקורת חקירתית רכש.	In addition, invoices submitted to the Haifa Municipality were under codes such as "gatekeepers," an information store, a fish store, an investigative audit of the mayor and a purchase investigative audit report.	no
זמן קצר לאחר מכן, היועמ"שית של העירייה, עורכת הדין ימית קליין, ציינה כי ראש העיר חתמה בעצמה על אישור התשלום במקומה.	Shortly thereafter, the city's attorney general, Yamit Klein, noted that the mayor herself signed the approval of the payment in her place.	no
"לא הוזמן על ידי דו"ח ביקורת כלשהו ולא ידוע לי על מה מדובר", כתבה.	"Not commissioned by any audit report and I am not aware of what this is about," she wrote.	no
עוד נודע כי עלות הביקורת החקירתית הינה כשני מיליון שקלים אשר שולמו מהם מיליון וחצי שקלים ונותרו כחצי מיליון שקלים לתשלום, מכספי המיסים של הציבור החיפאי.	It was also learned that the cost of the investigative audit was about two million shekels, of which 1.5 million shekels were paid and half a million shekels remained to be paid, from the taxes of the Haifa public.	no
גזבר העירייה לשעבר, ג׳קי ואקים, הגיב: "פעולות נבזיות אלו שנעשו לצורך הכתמת שמי ושמם של נבחרי ציבור על חשבון הקופה הציבורית ומשלם המיסים החיפאי והינה עבירה פלילית."	Former City Treasurer Jackie Vakim responded: "These despicable actions were done in order to tarnish the name and reputation of elected officials at the expense of the public coffers and the Haifa taxpayer and is a criminal offense."	no
סופי נקש חברת מועצת העיר בתגובתה: "דו"ח המבקר והמלצות הוועדה מדברים בעד עצמם."	In her response, Sofie said, "The comptroller's report and the committee's recommendations speak for themselves."	no
תגובת עורכת דין שרית גולן חברת מועצת העיר חיפה: העדויות והממצאים הקשים העולים מן הדו"ח מחייבים פתיחת חקירה פלילית כנגד כל המעורבים בהפעלת היועץ לביקורת חקירתית לביצוע חקירות, אשר ספק לגבי חלקן אם הן מותרות על פי חוק באופן בו בוצעו ובפרט החקירות הנוגעות לחברת המועצה מהאופוזיציה לראש העיר ועובדים בכירים לשעבר".	Attorney Sarit Golan, Haifa City Council member: The hard evidence and findings that emerge from the report require the opening of a criminal investigation against all those involved in the operation of the investigative review consultant to carry out investigations, some of which are doubtful if they are permitted by law in the manner in which they were carried out, and in particular the investigations concerning the opposition council member and former senior employees. "	no
