Police arrest 15 after violent protest outside UK refugee hotel	Die Polizei verhaftet 15 Personen nach gewaltsamen Protesten vor einem britischen Flüchtlingshotel	yes
You land the flyer nose upward on the side of the slag heap and climb out. The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them. You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.' It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer. You decide to use your Psychic Awareness to contact them mentally. It is difficult to make sense of their thoughts; they are terrifyingly alien and your mind recoils from the contact. You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future. Once back in Falcon's Wing you find it quite easy to plot a course for Earth in 3034 AD. Note that you have used up another polybdenum rod as you jump.	Du landest die Flyernase nach oben an der Seite des Schlackenhaufens und kletterst heraus. Die achtäugigen Repniden scheinen zuzusehen, aber sie bewegen sich nicht auf dich zu. Tatsächlich sind sie bewegungslos, wenn du langsam auf sie zugehst. Du bleibst stehen, während du noch auf dem Hügel aus zerbröckeltem Fels und Erde bist, und sprichst zu ihnen und sagst: „Ich komme in Frieden, als Freund.“ Es scheint, dass sie Sie nicht hören, geschweige denn verstehen können, da Ihr Universalübersetzer keine Antwort erhält. Sie beschließen, Ihr psychisches Bewusstsein zu nutzen, um sie mental zu kontaktieren. Es ist schwierig, ihren Gedanken einen Sinn zu geben; sie sind furchtbar fremd und dein Verstand schreckt vor dem Kontakt zurück. Sie entscheiden, dass es gefährlich wäre, erneut Kontakt aufzunehmen, und kehren zu Ihrem Flyer zurück, aber die Erfahrung hat Ihren Geist gereinigt, der verwirrt war, seit Sie in die Zukunft gesprungen waren. Zurück in Falcon's Wing fällt es Ihnen leicht, 3034 n. Chr. einen Kurs zur Erde zu planen. Beachten Sie, dass Sie beim Springen eine weitere Polybdänrute verbraucht haben.	yes
[cont'd]	[Fortsetzung]	no
#today I have coffee, sunshine and quiet time! I started a new shawl. I am unsure of it at this time. I found a unevenly spun silver gray yarn that is mostly finely spun with lumps. I plan on mixing it with a fine purple/lilac variegated cotton. But am not sure I have enough of the purple. I am using a H hook with a similar double crochet pattern as I have done before. I made the first join last night so we shall see. Wishing everyone a happy Thursday!	#today Ich trinke Kaffee, Sonnenschein und ruhige Zeit! Ich habe ein neues Tuch angefangen. Ich bin mir derzeit nicht sicher. Ich habe ein ungleichmäßig gesponnenes silbergraues Garn gefunden, das größtenteils fein versponnen ist und Klumpen aufweist. Ich habe vor, es mit einer feinen lila und lila bunten Baumwolle zu mischen. Aber ich bin mir nicht sicher, ob ich genug von dem Purpur habe. Ich verwende einen H-Haken mit einem ähnlichen Doppelhäkelmuster wie zuvor. Ich habe gestern Abend den ersten Join gemacht, wir werden sehen. Ich wünsche allen einen schönen Donnerstag!	yes
However, I hate classes on fine arts and literature, and my school history bears it out.	Ich hasse jedoch Unterricht in bildender Kunst und Literatur, und meine Schulgeschichte bestätigt das.	yes
I have literally tried and dropped EVERY SINGLE ONE. And up until like two years ago, I had no idea until I checked my transcripts.	Ich habe buchstäblich JEDEN EINZELNEN versucht und fallen gelassen. Und bis vor etwa zwei Jahren hatte ich keine Ahnung, bis ich meine Zeugnisse überprüfte.	yes
The literature class hatred is even worse: I love to read. I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.	Der Hass im Literaturunterricht ist noch schlimmer: Ich liebe es zu lesen. Ich habe die meisten Klassiker vor achtzehn Jahren entdeckt — obwohl das eher ein Spiegelbild des Lebens im Nirgendwo ist, habe ich auch verzweifelt die Encyclopedia Brittanica von 1979 gelesen.	yes
My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty. It's like I'm on holidays and therefore am doing what one does on holidays.	Mein Zuhause ist bequem und wunderbar und ich bin glücklich dort, aber ich muss woanders sein, um mich genug zu entspannen, um tagsüber Belletristik zu lesen, ohne mich schuldig zu fühlen. Es ist, als wäre ich im Urlaub und mache deshalb das, was man im Urlaub macht.	yes
And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.	Und das, obwohl ich hier in den letzten zwei Nächten nicht so gut geschlafen habe wie zu Hause, und weil ich einfach in einer seltsamen Umgebung bin, in der ich weniger in der Lage bin, mein Tempo zu halten und mich daran erinnern muss, wo die Dinge sind. #MECFS	yes
And that's also even though I do still have my to-do list and am organising my life as well.	Und das, obwohl ich immer noch meine To-Do-Liste habe und auch mein Leben organisiere.	yes
Humanity is out in 5 days. It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games. What will people think of it? I like it but will it be able to attract an audience of the right players? Will a community blossom around the user-generated content piece of the game? (I am really hoping so.) The game's story, ideas and questions it inspires feel timely. Hoping things go well.	Die Menschheit ist in 5 Tagen draußen. Es ist aufregend, nervenaufreibend, stressig und all die guten Dinge, die ich an der Arbeit in Spielen liebe. Was werden die Leute davon halten? Ich mag es, aber wird es in der Lage sein, ein Publikum mit den richtigen Spielern anzulocken? Wird eine Community rund um den Teil des Spiels mit nutzergenerierten Inhalten entstehen? (Ich hoffe es wirklich.) Die Geschichte, die Ideen und Fragen des Spiels, die es inspiriert, fühlen sich aktuell an. Ich hoffe, dass alles gut läuft.	yes
It's ThinkPad day!! Came home on my lunch break to see this sitting outside uwu. Wish I could take it back to work with me to setup more. But that will have to wait till tonight.	Es ist ThinkPad-Tag!! Bin in meiner Mittagspause nach Hause gekommen, um das draußen sitzen zu sehen uwu. Ich wünschte, ich könnte es wieder mit zur Arbeit nehmen, um mehr einzurichten. Aber das muss bis heute Abend warten.	yes
So I finally watched #Heartstopper	Also habe ich endlich #Heartstopper gesehen	yes
Was it overly cute to the point of being twee? Most definitely	War es so süß, dass es so süß war, dass es twee war? Auf jeden Fall	yes
Do any of these characters talk human beings? Not even remotely	Spricht einer dieser Charaktere mit Menschen? Nicht einmal aus der Ferne	yes
But did I love it? Absolutely!	Aber habe ich es geliebt? Absolut!	yes
what was Olivia Coleman doing here? Did she owe someone money?	was hat Olivia Coleman hier gemacht? Schuldete sie jemandem Geld?	yes
Had a recent graduate artist take some critique badly tonight. In part, because they'd be taught badly. But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes. Especially with the competition.	Hatte ein kürzlich diplomierter Künstler heute Abend einige Kritik schlecht aufgenommen. Zum Teil, weil sie schlecht unterrichtet würden. Es ist jedoch wichtig, keine Ausreden für Probleme zu finden und sie einfach zu beheben, insbesondere in der Produktion, wenn sich Ihr Lead-Bedarf ändert. Vor allem bei der Konkurrenz.	yes
Every artist has been there, made the same mistakes. Good critique is there to correct the problem quickly, and isn't directed at your ability. It's assuming you have the ability to fix the problem, or find a solution.	Jeder Künstler war dort und hat dieselben Fehler gemacht. Gute Kritik ist dazu da, das Problem schnell zu beheben, und richtet sich nicht gegen Ihre Fähigkeiten. Es setzt voraus, dass Sie in der Lage sind, das Problem zu beheben oder eine Lösung zu finden.	yes
So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen. It is as important to explore servers and IP addresses. Watch seeds being sown & cultivated (and not randomly scattered) by good peeps. These roots are hidden. Work is not visible. But for strong and firm future growth.	Kompostierung und Blütenrollen sind also eine wunderbare Erinnerung daran, nach oben zu schauen und sich des Lebens jenseits des Bildschirms bewusst zu werden. Ebenso wichtig ist es, Server und IP-Adressen zu erkunden. Beobachten Sie, wie Samen von guten Leuten gesät und kultiviert (und nicht zufällig gestreut) werden. Diese Wurzeln sind versteckt. Arbeit ist nicht sichtbar. Aber für ein starkes und festes zukünftiges Wachstum.	yes
Jami slipped the note to him when they passed each other on the path, just before the dog watch. She was on her way to the wall, he was coming off duty. He glanced behind him to watch her go, and to make sure they hadn't been seen. She did not look back. He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains. One block-printed word. He spent a long time staring at it, trying to stay calm:	Jami gab ihm die Notiz, als sie auf dem Weg aneinander vorbeikamen, kurz vor der Hundewache. Sie war auf dem Weg zur Mauer, er hatte gerade Feierabend. Er warf einen Blick hinter sich, um ihr beim Gehen zuzusehen und sich zu vergewissern, dass sie nicht gesehen worden waren. Sie blickte nicht zurück. Er wartete, bis er in der Dunkelheit des Schlafzimmers war, bevor er die Notiz herauszog und sie in einem Lichtstrahl las, der durch die Verdunkelungsvorhänge fiel. Ein blockgedrucktes Wort. Er verbrachte eine lange Zeit damit, es anzustarren und zu versuchen, ruhig zu bleiben:	yes
I've met some marvelous new #Mastodon mates lately and want to maintain the trend. Calling into the #Fediverse makes me feel like a whale singing through the vast ocean! Want to join my "pod"? I'd particularly like to connect with more.	Ich habe in letzter Zeit einige wunderbare neue #Mastodon -Kumpels getroffen und möchte den Trend beibehalten. Wenn ich ins #Fediverse rufe, fühle ich mich wie ein Wal, der durch den weiten Ozean singt! Willst du meinem „Pod“ beitreten? Ich würde besonders gerne mit mehr in Kontakt treten.	yes
Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn. He helped make Chris Licht a national problem.	Jeder, der wegen CNN die Haare in Flammen steht, kann Stephen Colbert für die harte Rechtskurve danken. Er trug dazu bei, Chris Licht zu einem nationalen Problem zu machen.	yes
Much as we might like some folks, if they are just providing a minor league career to fascists, they probably should wear it.	So sehr wir auch einige Leute mögen, wenn sie Faschisten nur eine Karriere in der Minor League ermöglichen, sollten sie es wahrscheinlich tragen.	yes
This was the first time (but won't be the last) that Kaveesha Dilhari has both scored 20+ runs & taken 2+ wickets in the same T20I. She joins a select group of Sri Lankan women to have achieved the all-round feat in the format.	Dies war das erste Mal (aber es wird nicht das letzte Mal sein), dass Kaveesha Dilhari in demselben T20I sowohl mehr als 20 Runs erzielt als auch mehr Wickets gewonnen hat. Sie schließt sich einer ausgewählten Gruppe srilankischer Frauen an, denen das Format ein Allroundtalent gelungen ist.	yes
(PERSON11) But for some folders, for some reason, the audio format is wrong, so, something is wrongly – Basically, the big trade, or something is wrong. So, some files are still – still have weird output. But – but for most folders, it should be already fine.	(PERSON11) Aber bei einigen Ordnern ist das Audioformat aus irgendeinem Grund falsch, also stimmt etwas nicht — im Grunde der große Handel, oder etwas stimmt nicht. Einige Dateien haben also immer noch — immer noch eine seltsame Ausgabe. Aber — aber für die meisten Ordner sollte es schon in Ordnung sein.	yes
