בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the Shadow of Extinction: Three Bird Cubs Born in Iran	yes
מתניהו אנגלמן התריע בשבוע הסייבר הבינלאומי מפני חוסר המוכנות של ישראל לתקיפות פצחנים •	Medhiyo Angelman warned at International Cyber Week of Israel's unwillingness to respond to crackdowns.	yes
"מלחמת העולם השלישית תהיה מלחמת האקרים אך העולם לא ערוך אליה".	"World War III will be a hacker war, but the world is not ready for it".	yes
מבקר המדינה מתניהו אנגלמן השתתף היום (רביעי) בכנס הסייבר השנתי של אוניברסיטת תל אביב והביע חשש מפני מתקפות סייבר על ישראל.	State visitor Metindjo Angelman attended the annual Tel Aviv University cyber conference today (Wednesday) and expressed concern about cyber attacks on Israel.	yes
"אנחנו חשופים.	"We are exposed.	yes
הנתונים שלנו גלויים ליותר מדי אנשים.	Our data is exposed to too many people.	yes
הכסף שלנו חשוף, הילדים שלנו חשופים, הבריאות שלנו חשופה, הביטחון שלנו חשוף.	Our money is exposed, our children are exposed, our health is exposed, our security is exposed.	yes
מלחמת העולם השלישית תהיה מלחמת סייבר, אבל העולם לא מוכן אליה".	World War III will be a cyber war, but the world is not ready for it".	yes
אנגלמן סיפר כי במסגרת ביקורות הסייבר שמשרדו עורך, נמצאו ליקויים משמעותיים: "בשנה האחרונה ביצענו בדיקות חדירה במרכז ניהול התנועה בירושלים, בבתי חולים ובמערכות רשות המיסים.	Engelman said that the cyber-security checks carried out by his editorial office found significant flaws: "Over the past year we have conducted penetration checks at the Jerusalem traffic control center, hospitals and tax authorities systems.	yes
בביקורות מצאנו ליקויים משמעותיים, לרבות העובדה שמעט מאוד בדיקות חדירה בוצעו על ידי גופים ציבוריים וחלקם ערכו בדיקות חדירה רק במהלך הביקורת.	We found significant deficiencies in the reviews, including the fact that very few penetration tests were conducted by public bodies and some of them only conducted penetration tests during the review.	yes
בנוסף עלו ליקויים במוכנות ועדת הבחירות המרכזית לאיומי הסייבר".	There were also weaknesses in the Central Election Commission's cyber threat preparedness".	no
"אנו במשרד מבקר המדינה מתחייבים להמשיך ולהתייחס לנושא משמעותי זה ביתר שאת, לטובת אזרחי ישראל והעולם כולו", סיכם.	"We at the State Auditor's Office are committed to continuing to address this significant issue in greater detail, for the benefit of the citizens of Israel and the entire world", he concluded.	no
מכוון גבוה: "הגעתי להפועל ירושלים כדי לזכות בתארים"	"I came to Jerusalem for the purpose of obtaining titles"	yes
הבחירה באדומים: "מהרגע הראשון הראו לי שרוצים אותי, אני בנוי להוביל קבוצה גדולה" •	Choice in red: "From the first moment they showed me they wanted me, I'm built to lead a big team"	yes
החזרה לנבחרת ישראל אחרי ארבע שנים: "הרגשתי שהיה לי מקום, רוצה להיות בסגל ליורובאסקט" •	Returning to the Israeli national team after four years: "I felt I had a place, I wanted to be in the Eurobasket team" •	yes
והתקופה במכבי ת"א: "למדתי להתרכז רק במה שבשליטתי" •	And the Maccabean period: "I learned to focus only on what I could control".	yes
עוז בלייזר בראיון.	Oz Blazer in the interview.	yes
עוז בלייזר ייצא היום עם שחקני נבחרת ישראל לפולין, שם יפגשו את הנבחרת המקומית במוקדמות אליפות העולם 2023 (חמישי, 21:30 שעון ישראל).	Oz Blazer will leave today with the Israel national team players to Poland, where they will meet the local team in the prelims of the 2023 World Championships (Thursday, 21:30 Israeli time).	yes
שלושה ימים לאחר מכן תארח הנבחרת את אסטוניה בהיכל קבוצת שלמה.	Three days later, the national team will host Estonia in a full team room.	yes
במקביל לאימונים האינטנסיביים עם הנבחרת, בלייזר עסק בשבוע האחרון גם בעתידו, עד שחתם לשנתיים בהפועל ירושלים.	In addition to his intensive training with the team, Blazer has been working on his future for the past week, until he signed a two-year deal in Jerusalem.	yes
"יש לי ראש שקט עכשיו אחרי שמצאתי קבוצה", הוא אומר ל"ישראל היום" בראיון ראשון ומיוחד מאז החתימה.	"I have a peaceful head now that I found a group", he tells Israel Today in his first special interview since signing.	yes
"יש לי עכשיו קצת לחץ כי אני צריך לעבור דירה עם המשפחה אחרי שהשתקענו באזור המרכז וזה לא קל, אבל אין כבר טלפונים ומבחינה מקצועית אני הרבה יותר רגוע".	"I'm under a little pressure right now because I have to move in with my family after we settled downtown and it's not easy, but there are no phones anymore and professionally I'm a lot calmer".	yes
לא היית בנבחרת ארבע שנים, עד כמה אתה שמח לחזור, ועד כמה אתה רוצה לשחק בשני המשחקים הקרובים?	You haven't been on the team in four years, how happy you are to be back, and how much you want to play in the next two games?	no
"קודם כל, אני רוצה ליהנות בנבחרת ואני בא בגישה של לתרום בכל מה שאני יכול, אם זה מהניסיון שלי ואם זה על המגרש.	"First of all, I want to enjoy the team and I come in an attitude of contributing in any way I can, whether it's from my experience or whether it's on the field.	no
מובן שאשמח לשחק, אבל כשמגיעים לנבחרת כל אחד צריך לשים את האגו בצד ולעשות הכל כדי שהנבחרת תצליח.	Of course I'd love to play, but when it comes to the team, everyone has to put their ego aside and do whatever it takes to make the team succeed.	no
