בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Under the threat of extinction: three cheetah cubs were born in Iran	yes
זוהי פגיעה נוספת של איראן וחיזבאללה באזרחי לבנון, וביציבותה של לבנון".	This is another attack by Iran and Hezbollah on the citizens of Lebanon, and on the stability of Lebanon."	no
"ישראל מכירה את מערכות הסייבר של יריביה ואת דרכי הפעולה שלהם.	"Israel knows the cyber systems of its adversaries and their methods of operation.	no
אנו רואים בשנים האחרונות תופעה של קבוצות האקרים מטעם איראן, שפועלות מול ישראל ומדינות נוספות", המשיך גנץ וסיפר.	In recent years, we have seen a phenomenon of hacker groups on behalf of Iran, which operate against Israel and other countries," Gantz continued and said.	no
"'השלוחים החדשים', הם טרוריסטים עם מקלדת שדינם כמו לוחמי ארגוני טרור אחרים.	"The 'new couriers' are terrorists with a keyboard who are condemned like fighters of other terrorist organizations.	no
אנחנו יודעים מי הם, אנחנו פוגעים בהם ובשולחיהם, וגם היום הם על הכוונת שלנו – ולא רק במימד הקיברנטי.	We know who they are, we hurt them and their senders, and even today they are in our crosshairs - and not only in the cyber dimension.	no
שום מתקפה מול אזרחי ישראל לא תעבור לסדר היום.	No attack against Israeli citizens will be on the agenda.	no
והאחריות היא של התוקפים ושל המדינה שמממנת ושולחת אותם.	And the responsibility lies with the attackers and the country that finances and sends them.	no
תקיפת סייבר יכולה להיענות במגוון דרכים במרחב הסייבר ובמרחבים נוספים".	A cyber attack can be responded to in a variety of ways in cyberspace and in other spaces."	no
גנץ המשיך במתקפה על מעצמת הגרעין: "איראן מובילה את טרור הסייבר – ועושה מהלכים שמטרתם להשפיע על תהליכים דמוקרטיים ועל ממשלים, כפי שקרה בבחירות לנשיאות ארצות הברית ובניסיונות נוספים שישראל מודעת אליהם.	Gantz continued his attack on the nuclear power: "Iran leads cyber terrorism - and makes moves aimed at influencing democratic processes and governments, as happened in the US presidential elections and in other attempts that Israel is aware of.	no
פעולות כמו זו של יחידת 'שאהיד כאווה' שאספה מידע על ספינות, תחנות דלק ומפעלי תעשייה במספר מדינות, נעשו תחת דירקטיבה ישירה של ההנהגה האיראנית ומשמרות המהפכה כפי שנחשף בתחקירים".	Actions such as that of the Shahid Kawah unit, which collected information on ships, gas stations and industrial plants in several countries, were carried out under the direct directive of the Iranian leadership and the Revolutionary Guards, as revealed in the investigations."	no
עוד הוסיף כי "בשנים האחרונות בלמנו ניסיונות רבים לפרוץ לחברות פרטיות וציבוריות, בארץ ובחו"ל.	He also added that "in recent years we have thwarted many attempts to break into private and public companies, in Israel and abroad.	no
אני קורא גם לציבור לדרוש 'אחריות קיברנטית', ולהעניש חברות וגופים שלא פועלים בהתאם להנחיות".	I also call on the public to demand 'cyber responsibility', and to punish companies and entities that do not act in accordance with the guidelines."	no
גנץ המשיך וסימן את היעדים הבאים של ישראל מול האיומים: "המשימה העליונה שלנו, בצבא, בתעשיות ובארגוני הביטחון השונים היא לבנות את האנשים, להכשיר אותם, ולהשאיר אותם.	Gantz went on to indicate Israel's next goals in the face of the threats: "Our highest mission, in the army, in the industries and in the various security organizations, is to build the people, train them, and keep them.	no
אני והרמטכ"ל הצבנו את הנושא הזה כאחת המשימות המרכזיות ביחידות הרלבנטיות.	The Chief of Staff and I have made this issue one of the main tasks in the relevant units.	no
אנחנו בוחנים את בניין הכוח כל העת – גם בהיקפי כוח האדם, גם בנושא ההכשרות וגם בנושא המשימות.	We examine the building of the force all the time - both in terms of manpower, both in terms of training and in terms of tasks.	no
בשנים הקרובות נצטרך גם לבחון את צורת ההתארגנות, הניהול והתפעול של לוחמת הסייבר, על מאפייניה ההתקפיים וההגנתיים בצה"ל ובמערכת הביטחון כולה".	In the coming years, we will also have to examine the form of organization, management and operation of cyber warfare, its offensive and defensive characteristics in the IDF and the entire defense system."	no
לבסוף סיכם שר הביטחון וקרא לשיתופי פעולה עם העולם: "יש חשיבות גדולה לשיתופי הפעולה שלנו עם העולם מול איראן גם במימד הסייבר.	Finally, the Minister of Defense concluded and called for cooperation with the world: "Our cooperation with the world against Iran is of great importance, also in the cyber dimension.	no
את אותם שיתופי פעולה שאנו בונים באזור מול איראן בהיבטים של הגנה מול איומים שונים – אנחנו מרחיבים גם במימד הסייבר".	The same cooperations we are building in the region with Iran in aspects of defense against various threats - we are also expanding in the cyber dimension."	no
סגן מפקד יחידת 8200 חשף: "סיכלנו את הניסיון להרעיל את מערכות המים".	The deputy commander of Unit 8200 revealed: "We foiled the attempt to poison the water systems."	no
אורי, סגן מפקד יחידת 8200, אמר בהופעה הפומבית הראשונה של היחידה בכנסים מסוג זה, חשף כי ישראל סיכלה התקפה על מערכות המים.	Uri, the deputy commander of Unit 8200, said in the unit's first public appearance at this type of conference, he revealed that Israel had thwarted an attack on the water systems.	no
