בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	In the shadow of extinction: Three cheetah cubs born in Iran	yes
"הם הראו נכונות מאוד גדולה כדי שאני אהיה שם, ולכן היה מו"מ קל יחסית.	"They showed very great willingness for me to be there, so it was a relatively easy negotiation.	no
ברגע שהרגשתי חיבור עם ההנהלה ועם המאמן הבנתי שזה המקום הנכון בשבילי.	As soon as I felt a connection with the management and the coach, I realized that this was the right place for me.	no
גם הסיטואציה נראית לי טובה ומתאימה.	The situation also seems good and appropriate to me.	no
אני בא להוביל ולהיות חלק משמעותי מהקבוצה.	I come to lead and be a significant part of the team.	no
דיברתי עם המאמן ויש לו מנטליות של עבודה קשה ושל ניצחונות, וזה בדיוק מה שאני מביא.	I spoke to the coach and he has a mentality of hard work and of winning, and that's exactly what I bring.	no
תמיד אהבתי לשחק בארנה, כי אני מקבל אנרגיות גם עם הקהל הוא נגדי, ועכשיו שהם יהיו בצד שלי זה יהיה עוד יותר טוב.	I have always loved playing in the arena, because I get energies as well with the crowd is against me, and now that they will be on my side it will be even better.	no
אני בטוח שתהיה קבוצה מחויבת ומהנה ורציתי להיות חלק מזה".	I'm sure there will be a committed and fun group and I wanted to be a part of that. "	no
תרחיב קצת על השיחה שלך עם המאמן דז'יקיץ'.	Tell us a little about your conversation with Coach Djicic.	no
"מבחינה מקצועית הוא מאמין בהרבה תנועה ללא כדור, הוא מתכנן להביא מוסרים טובים עם איי.קיו כדורסל גבוה ורוצה קבוצה אינטנסיבית מאוד.	"Professionally, he believes in a lot of movement without the ball, he plans to bring good morals with a high basketball IQ and wants a very intense team.	no
הוא מאמין באנרגיות גבוהות בהגנה ובהתקפה ועם הקהל בארנה זה יכול להצליח".	He believes in high energy in defence and attack and with the crowd in the arena it can be successful. "	no
הסתכלתי על הקריירה שלך וראיתי שבכל קבוצה נשארת לפחות שנתיים, אם לא יותר.	I looked at your career and saw that in every team you stay for at least two years, if not more.	no
אתה מרגיש שגם בירושלים אתה יכול להישאר כמה שנים?	Do you feel that you can stay in Jerusalem for a few years?	no
"בכל מקום שאני מגיע אני אוהב להתחבר ולתת הכל, ואנשים מעריכים את זה.	"Everywhere I go, I like to connect and give everything, and people appreciate that.	no
מהרגע שחתמתי בירושלים הטלפון שלי לא הפסיק לצלצל ולצפצף.	From the moment I signed in Jerusalem, my phone didn't stop ringing and beeping.	no
קיבלתי הרבה הודעות שכבר מחכים לי.	I got a lot of messages already waiting for me.	no
אז אני מאמין שמחכה לנו תקופה טובה".	I think we have a good time ahead of us. "	no
אתה חושב שבירושלים תוכל להיות שחקן יותר משמעותי מאשר במכבי ת"א?	Do you think that in Jerusalem you can be a more significant player than in Maccabi Tel Aviv?	no
איך אתה מסכם את השנתיים במכבי ת"א?	How do you sum up your two years at Maccabi Tel Aviv?	no
"לצערי היו דברים שלא היו בשליטתי בעונה האחרונה.	"Unfortunately, there were things that were out of my control last season.	no
כולם ראו שנשארתי מקצוען לכל אורך הדרך, ולא משנה כמה קיבלתי - תמיד נתתי הכל.	Everyone saw that I remained a professional throughout, and no matter how much I got - I always gave everything.	no
אני גאה בדרך שעשיתי בשנה האחרונה, ועכשיו כל אחד הולך לדרכו".	I'm proud of the way I did last year, and now everyone goes their own way. "	no
אם זה היה תלוי בך, היית רוצה להישאר במכבי?	If it were up to you, would you want to stay at Maccabi?	no
"אחרי השנה האחרונה היה ברור לשני הצדדים שאנחנו הולכים לכיוון של פרידה, אבל זה חלק מהעסק.	"After the last year, it was clear to both sides that we were heading in the direction of separation, but that's part of the business.	no
לקראת סוף העונה נפגעתי קצת בדקות והמעמד שלי ירד, למרות שבאמצע השנה הייתה לי תקופה מצוינת, אבל הם החליטו ללכת לכיוונים אחרים.	Towards the end of the season I got a bit hurt in minutes and my status went down, although in the middle of the year I had an excellent time, but they decided to go in other directions.	no
אחרי שהבנתי את הסיטואציה שם, הבנתי שזה פחות המקום בשבילי.	After understanding the situation there, I realized it was less the place for me.	no
הפועל ירושלים היא האופציה הכי טובה עבורי ולכן בחרתי בה".	Hapoel Jerusalem is the best option for me and that's why I chose it. "	no
לסיום, מה המטרות שלך בעונה הקרובה?	Finally, what are your goals for the upcoming season?	no
"דיברו הרבה על מה שהיה בחצי גמר הגביע בעונה שעברה כשצעקתי לעמי ביטון (מנהל הקבוצה במכבי ת"א - י"מ) 'בשביל זה אני פה', אז בשביל זה הגעתי לירושלים – לקחת תארים".	"There was a lot of talk about what happened in the semi-final of the cup last season when I shouted to Ami Bitton (team manager at Maccabi Tel Aviv-Yam) 'That's what I'm here for,' so that's what I came to Jerusalem for - to take titles."	no
ווייד בולדווין עשוי להצטרף למכבי ת"א	Wade Baldwin may join Maccabi Tel Aviv	yes
הצהובים מנהלים מגעים עם כוכב באסקוניה בעונה החולפת (26, 1.93 מ') ומקווים לצרפו כדי להשלים את הקו האחורי לקראת עונת 2022/23.	The Yellows are in contact with a star in Ascona this past season (26, 1.93 m) and hope to add him to complete the back line for the 2022 / 23 season.	yes
