בצל סכנת הכחדה: שלושה גורי ברדלס נולדו באיראן	Onion endangered: Three cheetah cubs born in Iran	yes
בולדווין (26, 1.93 מ') שיחק בעונה החולפת בבאסקוניה והעמיד ממוצעים מרשימים של 14.1 נקודות, 4.4 אסיסטים ו-3.6 ריבאונדים למשחק.	Baldwin (26, 1.93m) played this past season in Basconia and averaged an impressive 14.1 points, 4.4 assists and 3.6 rebounds per game.	yes
לפני כן שיחק בבאיירן מינכן ובאולימפיאקוס, וגם עבר ב-NBA.	Prior to that, he played for Bayern Munich and Olympiacos, and also moved in the NBA.	yes
בולדווין צפוי להצטרף לאלכס פוית'רס, גיא פניני, דארן היליארד, אוסטין הולינס, בונזי קולסון, רפי מנקו ולורנזו בראון שכבר חתמו מוקדם יותר הקיץ.	Baldwin is expected to join Alex Foythers, Guy Panini, Darren Hilliard, Austin Hollins, Bonzi Coulson, Raffi Manko and Lorenzo Brown who have already signed earlier this summer.	yes
גם הסנטר ג'וש ניבו סגר את תנאיו וצפוי לחתום בקרוב באופן רשמי.	The chin Josh Nibow has also closed his terms and is expected to officially sign soon.	yes
הכל או כלום: 1:1 בין הפועל ירושלים להפועל חדרה	All or Nothing: 1:1 between Hapoel Jerusalem and Hapoel Hadera	yes
גיא חדידה כבש שער עצמי בדקה ה-33 אבל הצליח לתקן עם שוויון כעבור 10 דקות •	Guy Hadida scored an self-goal in the 33rd minute but managed to repair with an equaliser 10 minutes later •	yes
בהמשך, הקשר הורחק באדום מפוקפק (74) •	Later, the knot was turned away in dubious red (74) •	yes
גם חדרה נשארה בעשרה שחקנים בעקבות אדום לחובתו של עידו לוי (87)	Hadera also remained in ten players following Edom to the duty of Ido Levy (87)	yes
הצוות המקצועי של הפועל ירושלים ספר הערב (מוצ"ש) טוב טוב את כמות הזרים על כר הדשא בטדי, הרבה יותר מפעם אחת, יש לציין, ובשלב מסוים הם אף גילו שחקן אחד פחות (גיא חדידה הורחק).	The professional team of Hapoel Jerusalem Sefer Ha'arabot (M'shah) is good the amount of foreigners on the grass in Teddy, much more than once, it should be noted, and at some point they even discovered one less player (Guy Hadida was removed).	yes
הפעם, לשמחתם, הכל היה כשורה, וה־1:1 שהשיגו מול הפועל חדרה לא יילקח מהם על ידי בית הדין של ההתאחדות.	This time, to their delight, everything was well, and the 1:1 they obtained against Hapoel Hadera will not be taken away from them by the Association Court.	yes
לפני האדום שספג חדידה, הוא הספיק לכבוש שער עצמי ולהשוות כדי לסדר נקודה יקרה לזיו אריה.	Before the red absorbed Hadida, he managed to conquer a self-imposed gate and compare to arrange a precious spot for Ziv Aria.	yes
כבר בדקה ה-33, החל המופע הפרטי של גיא חדידה.	As early as the 33rd minute, Guy Hadida's private show began.	yes
פלקושצ'נקו הגביה לרחבה, והקשר התרומם ונגח לאחור והכדור נעצר ברשת של קבוצתו.	Falkushchenko charged wide, and the midfielder lifted up and rammed backwards and the ball stopped in his team's net.	yes
0:1 לחדרה שנהנתה משער עצמי של הקשר.	0:1 to her room who enjoyed a self-conjugation of context.	yes
עשר דקות אחרי השער העצמי, חדידה הצליח לתקן ובענק - לבקוביץ' תפס אוויר והקשר הפעם נגח לרשת הנכונה וחשופה.	Ten minutes after the self-imposed goal, Hadida managed to correct and in a giant - Levkovich caught air and the midfielder this time rammed into the right, unseen net.	no
1:1 בטדי.	1:1 in Teddy.	no
בדקה ה-74, חדידה גם הצליח לרשום לחובתו צהוב שני ואדום, הפעם אחרי שגלש לכיוונו של מרמנטיני.	In the 74th minute, Hadida also managed to register a second yellow and red for his duty, this time after surging in Marmentini's direction.	no
דניאל בר נתן החליט על אדום מפוקפק ושלח את הקשר ישר למקלחת מוקדמת.	Daniel Barr Nathan decided on a dodgy red and sent the midfielder straight for an early shower.	no
בדקה ה-87, בר נתן שלח באדום גם את עידו לוי ואיזן את יחסי הכוחות גם על הדשא.	In the 87th minute, Bar Natan also sent Ido Levy in red and balanced the relations of power on the grass as well.	no
מחלקת התאוששות: אילת הביסה את חולון	Recovery Department: Eilat defeated Holon	yes
60:85	60:85	yes
הקבוצה של אריאל בית הלחמי חיברה ניצחון שלישי ברצף, הפעם מרשים במיוחד •	Ariel Beit Halhami's team has clinched a third win in succession, this time particularly impressive •	yes
הובר ושוכמן (15 כ"א) הצטיינו	Huber and Schuchman (15 CA) excelled	yes
מסע ההתאוששות של הפועל אילת נמשך הערב (מוצ"ש) עם ניצחון מרשים 60:85 על הפועל חולון בדרך למאזן 0:3 עונתי במפגשים בין השתיים.	Hapoel Eilat's recovery journey continued this evening (weekend) with an impressive 60:85 victory over Hapoel Holon on the way to the seasonal 0:3 balance in the encounters between the two.	yes
מאז שירדה למקום האחרון, הקבוצה של אריאל בית הלחמי כבר עם שלושה ניצחונות רצופים, ולמעשה מדובר בהפתעה רק עבור מי שלא חזה במשחק.	Since falling to last place, Ariel Beit Hechaemi's team has already had three consecutive victories, and in fact it is a surprise only for those who did not foresee in the game.	yes
מזמן לא ראינו את חולון רעה כ״כ.	We haven't seen Holon as bad a long time ago.	yes
כל זה לפני פתיחת הסדרה נגד בשיקטאש בפלייאין בגביע האלופות: רק 60 נקודות, מחצית ראשונה ללא שלשה ו-11 אחוז לשלוש במשחק כולו.	All this before the opening of the series against Besiktaş in Playain in the Champions Cup: only 60 points, a first half without three and 11 percent for three in the entire game.	yes
בשורה התחתונה, ערב לא מרשים של כל שחקני הקבוצה (למעט מרפי מנקו, שקלע את 3 השלשות של חולון), כולל המניה הבטוחה כריס ג׳ונסון.	Bottom line is an unimpressive evening for all the team's players (except Murphy Manko, who scored Holon's 3 threes), including the safe stock Chris Johnson.	yes
בצד השני, אילת בכושר הרבה טוב בזכות רועי הובר וחואקין שוכמן (15 נק' כ"א).	On the other side, Eilat is in good shape thanks to Roy Huber and Joaquin Schuchman (15 NK CA).	yes
הראשון חזר לעצמו בתקופה האחרונה והשני חזר לפרוח וגם הדהים עם סל משלושת רבעי מגרש.	The first came back to itself in the final period and the second returned to flourish and also wowed with a basket from three-quarters of a pitch.	no
תנו להם צ'אנס: הישראלים של מכבי ת"א הצילו את ספרופולוס	Give them a chance: The Israelis of Maccabi TA saved Sparopoulos	yes
