Police arrest 15 after violent protest outside UK refugee hotel	Polizei nimmt 15 nach gewalttätigen Protesten vor britischem Flüchtlingshotel fest	yes
I bought this as a tracker to use while I swim, and I didn't even get a proper chance to try it. First off, it's not water resistant and it is not recommended to use while swimming per the instruction manual. Second, it doesn't come with a charger. Instead, it suggests to use a USB plug or computer. Fine, we have lots of those around. When I try to get it into the port to charge it, however, it launches right back out. I'm not sure if there's something not compatible or if this is just poorly made, but I'm not going to sit and hold my device in while it charges. Lastly, the app keeps popping up ads, even when it's closed. Ads popped up while I was sending a text, which is very concerning. I then closed down all active apps on my phone, and saw yet another ad when I went to check the time 20 minutes later. Horrible product, I guess I get what I paid for...	Ich habe es als Tracker gekauft, um es beim Schwimmen zu verwenden, und ich hatte nicht einmal eine richtige Gelegenheit, es auszuprobieren. Zunächst einmal ist es nicht wasserabweisend und es wird nicht empfohlen, es während des Schwimmens gemäß der Bedienungsanleitung zu verwenden. Zweitens wird es nicht mit einem Ladegerät geliefert. Stattdessen wird empfohlen, einen USB-Stecker oder Computer zu verwenden. Gut, davon haben wir viele. Wenn ich jedoch versuche, es in den Anschluss zu bekommen, um es aufzuladen, startet es sofort wieder. Ich bin mir nicht sicher, ob es etwas gibt, das nicht kompatibel ist oder ob es nur schlecht gemacht ist, aber ich werde nicht sitzen und mein Gerät festhalten, während es aufgeladen wird. Schließlich zeigt die App immer wieder Anzeigen an, auch wenn sie geschlossen ist. Während ich eine SMS sendete, tauchten Anzeigen auf, was sehr besorgniserregend ist. Dann schloss ich alle aktiven Apps auf meinem Telefon und sah eine weitere Werbung, als ich 20 Minuten später die Uhrzeit überprüfen wollte. Schreckliches Produkt, ich denke, ich bekomme, wofür ich bezahlt habe...	yes
Great backpack but overkill on the straps	Toller Rucksack, aber übertrieben an den Gurten	yes
This backpack looks good and performs well. It’s a great deal especially when you compare it to what backpacks cost now a days. The reason I knocked off a star is because there are just too many straps. There’s more straps on this bag than I can count. I’ll end up cutting and burning these extra straps off because most of them aren’t really necessary and just get in the way of opening and closing the bag. Other than that I’ve made this my new school bag for college. There’s a compartment right in the back of the backpack for my MacBook Pro and all my books fit wel in the pockets provided. The flag also is a great finish to it	Dieser Rucksack sieht gut aus und bietet eine gute Leistung. Es ist ein tolles Angebot, besonders wenn man es mit dem vergleicht, was Rucksäcke heutzutage kosten. Der Grund, warum ich einen Stern abgeschlagen habe, ist, dass es einfach zu viele Riemen gibt. Es gibt mehr Riemen an dieser Tasche, als ich zählen kann. Am Ende werde ich diese zusätzlichen Gurte abschneiden und abbrennen, weil die meisten von ihnen nicht wirklich notwendig sind und nur beim Öffnen und Schließen der Tasche im Weg stehen. Ansonsten habe ich das zu meiner neuen Schultasche fürs College gemacht. Direkt auf der Rückseite des Rucksacks befindet sich ein Fach für mein MacBook Pro und alle meine Bücher passen gut in die dafür vorgesehenen Taschen. Die Flagge ist auch ein tolles Finish	yes
My dog hasnt destroyed it yet	Mein Hund hat es noch nicht zerstört	yes
Have had probs with Hockey Balls. My dog loves them - her favorite fetch and chew toy - and they float. That is until she chews them to bits. Tried several, even the "hot weather" versions - and they lasted a few minutes longer than the others. Until these showed up. These have stood the test. My dog is not big but she is stubborn about what she chews. Like they say, its not how big the dog in the fight but how big the fight in the dog. Thumbs up from Daisy and I.	Hatte Probleme mit Hockeybällen. Mein Hund liebt sie - ihr liebstes Apportier- und Kauspielzeug - und sie schwimmen. Das heißt, bis sie sie in Stücke kaut. Ich habe mehrere ausprobiert, sogar die Versionen für "heißes Wetter" - und sie hielten ein paar Minuten länger als die anderen. Bis diese auftauchten. Diese haben sich bewährt. Meine Hündin ist nicht groß, aber sie ist stur in Bezug auf das, was sie kaut. Wie man so schön sagt, kommt es nicht darauf an, wie groß der Hund im Kampf ist, sondern wie groß der Kampf im Hund ist. Daumen hoch von Daisy und mir.	yes
This product is hazardous to children. This is a huge health hazard to your baby. We checked the battery after a couple weeks of use and saw that water went into the compartment where the batteries go. The batteries themselves had rotted and a black liquid was coming out of them. Looking at the design, it appears that theres no way the battery enclosure could be waterproof meaning not only did water go into the compartment during bathtime, some of that toxic material came out as well. Please do not buy this product. I’m shocked that it was allowed to go to market despite such an obvious flaw.	Dieses Produkt ist gefährlich für Kinder. Dies ist ein großes Gesundheitsrisiko für Ihr Baby. Wir haben die Batterie nach ein paar Wochen Gebrauch überprüft und festgestellt, dass Wasser in das Fach gelangt ist, in das die Batterien gehen. Die Batterien selbst waren verrottet und eine schwarze Flüssigkeit trat aus ihnen aus. Wenn man sich das Design ansieht, scheint es, dass das Batteriegehäuse auf keinen Fall wasserdicht sein kann, was bedeutet, dass nicht nur während des Badens Wasser in das Fach gelangte, sondern auch ein Teil dieses giftigen Materials austrat. Bitte kaufen Sie dieses Produkt nicht. Ich bin schockiert, dass es trotz eines so offensichtlichen Fehlers auf den Markt kommen durfte.	yes
overheating issues and hard time connecting controller	Überhitzungsprobleme und Schwierigkeiten beim Anschließen des Controllers	yes
Im giving it 3 stars for now, i don't want leave a bad review for the seller unless he deserves it but this drone overheats a lot. Im not sure if i should contact the seller or dji tello themselves but ill probably try both just to see what they say. I like the drone is a cool little toy that fly's better than some bigger older drones and some of my bigger drones feel more like a toy than this one. However its the only drone i have ever had overheating issues with and it actually takes the fun out of flying im going to assume for now that its a manufacturing issue which they need to address asap if they want there product to be successful. I really hope the seller did not send me a use drone as i paid for a new one. I will give the sellers props for delivery as it arrive 1 day after purchase. I will update date my review after contacting seller and dji tello.	Ich gebe ihm vorerst 3 Sterne, ich möchte keine schlechte Bewertung für den Verkäufer hinterlassen, es sei denn, er verdient es, aber diese Drohne überhitzt stark. Ich bin mir nicht sicher, ob ich den Verkäufer oder dji tello selbst kontaktieren soll, aber ich werde wahrscheinlich beide ausprobieren, nur um zu sehen, was sie sagen. Ich mag die Drohne, die ein cooles kleines Spielzeug ist, das besser fliegt als einige größere ältere Drohnen und einige meiner größeren Drohnen fühlen sich eher wie ein Spielzeug an als diese. Es ist jedoch die einzige Drohne, mit der ich jemals Überhitzungsprobleme hatte, und es nimmt tatsächlich den Spaß am Fliegen, ich gehe vorerst davon aus, dass es sich um ein Herstellungsproblem handelt, das sie so schnell wie möglich beheben müssen, wenn sie wollen, dass ihr Produkt erfolgreich ist. Ich hoffe wirklich, dass der Verkäufer mir keine Gebrauchsdrohne geschickt hat, da ich für eine neue bezahlt habe. Ich werde den Verkäufern Requisiten für die Lieferung geben, da sie 1 Tag nach dem Kauf ankommt. Ich werde das Datum meiner Bewertung aktualisieren, nachdem ich den Verkäufer und dji tello kontaktiert habe.	yes
I only have good things to say about this gift bag set	Ich habe nur Gutes über dieses Geschenktüten-Set zu sagen	yes
I only have good things to say about this gift bag set. I was able to wrap all of my Christmas gifts with the bags, gift wrap and tissue paper. The product is great quality and the different size options make it easier to choose the perfect one for every gift! I highly recommend it. The seller is absolutely sweet and attentive. He reached out to me after my purchase to make sure I was happy with my product. 5 stars all the way around!	Ich habe nur Gutes über dieses Geschenktüten-Set zu sagen. Ich konnte alle meine Weihnachtsgeschenke mit den Tüten, dem Geschenkpapier und dem Seidenpapier verpacken. Das Produkt ist von hervorragender Qualität und die verschiedenen Größenoptionen erleichtern die Auswahl des perfekten Produkts für jedes Geschenk! Ich kann es nur empfehlen. Der Verkäufer ist absolut süß und aufmerksam. Er hat sich nach dem Kauf an mich gewandt, um sicherzustellen, dass ich mit meinem Produkt zufrieden bin. 5 Sterne auf ganzer Linie!	yes
The physics are terrible and the people that created the game won't do anything about it	Die Physik ist schrecklich und die Leute, die das Spiel entwickelt haben, werden nichts dagegen tun	yes
Don't buy this game the physics are terrible and I am so mad at this game because probably there are about 40 hackers on every single game and the game. Don't doesn't even do anything about it you know they just let the hackers do whatever they want and then they do know that the game is terrible but they're doing absolutely nothing about it and the game keeps on doing updates about their characters really what they should be updating is the physics because it's terrible don't buy this game the physics are terrible and mechanics are terrible the people that obviously the people that built this game was high or something because it's one of the worst games I've honestly ever played in my life I would rather play Pixel Games in this crap it's one of the worst games don't buy	Kaufen Sie dieses Spiel nicht, die Physik ist schrecklich und ich bin so wütend auf dieses Spiel, weil es wahrscheinlich ungefähr 40 Hacker in jedem einzelnen Spiel und dem Spiel gibt. Don't tut nicht einmal etwas dagegen, weißt du, sie lassen die Hacker einfach machen, was sie wollen, und dann wissen sie, dass das Spiel schrecklich ist, aber sie tun absolut nichts dagegen und das Spiel macht immer wieder Updates über ihre Charaktere, was sie wirklich aktualisieren sollten, ist die Physik, weil es schrecklich ist, kaufe dieses Spiel nicht, die Physik ist schrecklich und die Mechanik ist schrecklich, die Leute, die offensichtlich die Leute das dieses Spiel aufgebaut hat, war hoch oder so, weil es eines der schlechtesten Spiele ist, die ich ehrlich gesagt je in meinem Leben gespielt habe, ich würde lieber Pixel Games in diesem Mist spielen, es ist eines der schlechtesten Spiele, die man nicht kaufen kann	yes
